Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
7524,"[4.3675069999999998, 5.2128079999999999]",0,negative, , , , 
4967,"[6.2036210000000001, 7.266]",0,negative, , , , 
13124,"[4.0081959999999999, 4.3952559999999998]",0,negative,0.814,0.7778,53.0719,0.6306
9630,"[4.1041319999999999, 4.7767239999999997]",0,positive, , , , 
9093,"[11.959516000000001, 13.718980999999999]",0,positive,0.9333,0.9091,50.1041,0.7139
