0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0.532,0.4481,0.4484,0.5194,0.5352,0.584,0.5567,0.5903,0.418,0.495,0.4367,0.6708,0.4458,0.5226,0.4211,0.5748,0.455,0.5317,0.4493,0.4605,0.5814,0.5406,0.5197,0.4976,0.5352,0.4881,0.4766,0.5783,0.603,0.4984,0.5478,0.6306,0.4519,0.6398,0.5352,0.3867,0.5108,0.5504,0.4398,0.5378,0.5475,0.5068,0.4677,0.4022,0.5846,0.5504,0.5783,0.5536,0.5102,0.5501,0.5346,0.5073,0.5539,0.5039,0.4246,0.5533,0.5783,0.5073,0.5415,0.649,0.4887,0.4377
0.5628,0.4481,0.4484,0.5194,0.5352,0.584,0.5567,0.5903,0.418,0.495,0.4367,0.6708,0.4458,0.5226,0.4211,0.5748,0.455,0.5317,0.4493,0.4605,0.5814,0.5406,0.5197,0.4976,0.5352,0.4881,0.4766,0.5903,0.603,0.4984,0.5478,0.6306,0.4519,0.6398,0.5352,0.3867,0.5108,0.5504,0.4766,0.5378,0.5475,0.5068,0.4858,0.4022,0.6277,0.553,0.5783,0.5536,0.5102,0.5748,0.5346,0.5073,0.5539,0.5039,0.4246,0.5533,0.5783,0.5073,0.5415,0.649,0.4887,0.4377
0.5628,0.4481,0.4484,0.5194,0.5846,0.584,0.5567,0.5903,0.4335,0.495,0.4367,0.6797,0.4458,0.5226,0.4303,0.5748,0.455,0.5317,0.4493,0.4605,0.5814,0.553,0.5197,0.4976,0.5352,0.4881,0.4766,0.6059,0.603,0.4984,0.5478,0.6306,0.4519,0.6398,0.5352,0.3867,0.5168,0.5504,0.4766,0.5378,0.5475,0.5068,0.4858,0.4243,0.6277,0.553,0.5783,0.5536,0.5102,0.5748,0.5409,0.5073,0.5539,0.5039,0.4246,0.5533,0.6185,0.5073,0.5415,0.649,0.4887,0.4377
0.5628,0.4481,0.4484,0.5194,0.5846,0.584,0.5567,0.5903,0.4335,0.495,0.4367,0.6797,0.4458,0.5226,0.4303,0.5748,0.455,0.5473,0.4924,0.4605,0.5814,0.5654,0.5197,0.4976,0.5352,0.4881,0.4918,0.6366,0.6245,0.5007,0.5478,0.6306,0.4519,0.6398,0.5415,0.3867,0.5168,0.5504,0.4766,0.5378,0.5475,0.5068,0.5906,0.4243,0.6277,0.553,0.5783,0.5536,0.5102,0.5748,0.5409,0.5073,0.5539,0.5039,0.4246,0.5533,0.6185,0.5254,0.5415,0.649,0.4887,0.4757
0.5628,0.4481,0.5292,0.5194,0.5846,0.584,0.5567,0.5903,0.4335,0.495,0.4367,0.6831,0.4981,0.5226,0.4303,0.5748,0.455,0.5473,0.5139,0.4605,0.5814,0.5654,0.5596,0.4976,0.5352,0.4881,0.5292,0.6366,0.6245,0.5007,0.5478,0.6334,0.4519,0.6521,0.5415,0.3867,0.5168,0.5504,0.4766,0.5378,0.5507,0.5068,0.5906,0.4243,0.6277,0.5659,0.6309,0.5536,0.5102,0.5748,0.5409,0.5073,0.5539,0.5039,0.4246,0.5533,0.6185,0.5254,0.5415,0.649,0.5165,0.4757
0.5628,0.4481,0.5292,0.5194,0.5846,0.584,0.5567,0.5903,0.4395,0.495,0.4665,0.6831,0.4981,0.5226,0.4303,0.5935,0.4674,0.5473,0.5139,0.4605,0.5814,0.5654,0.5596,0.4976,0.5352,0.4881,0.5292,0.6366,0.6245,0.5007,0.5478,0.6334,0.4519,0.6521,0.5415,0.3867,0.5168,0.5504,0.4766,0.5378,0.5507,0.5068,0.5906,0.4243,0.6277,0.5659,0.6309,0.5536,0.5102,0.5748,0.5504,0.5073,0.5539,0.5039,0.4246,0.5656,0.6185,0.5254,0.5662,0.649,0.5165,0.4757
0.5628,0.4481,0.5292,0.5194,0.5846,0.584,0.5567,0.5903,0.4395,0.495,0.4665,0.6831,0.4981,0.5226,0.4303,0.5935,0.4829,0.5473,0.5139,0.4605,0.5814,0.5654,0.5596,0.4976,0.5412,0.4881,0.5292,0.6366,0.6245,0.5533,0.5478,0.6334,0.5694,0.6521,0.5415,0.3867,0.5168,0.5504,0.4766,0.5378,0.5507,0.5068,0.5906,0.4243,0.6277,0.5906,0.6309,0.5536,0.5102,0.5748,0.6429,0.5073,0.5539,0.5286,0.5415,0.5656,0.6185,0.5254,0.5662,0.649,0.5289,0.4757
0.5628,0.4481,0.5292,0.5194,0.5846,0.584,0.5567,0.5903,0.4395,0.495,0.4674,0.6831,0.4981,0.5226,0.4303,0.5935,0.4829,0.5473,0.5139,0.4605,0.5814,0.5654,0.5596,0.4976,0.5412,0.4881,0.5412,0.6366,0.6616,0.5533,0.5662,0.6429,0.5694,0.6521,0.5415,0.3867,0.5228,0.5536,0.52,0.5378,0.5507,0.5068,0.5906,0.4243,0.6277,0.5906,0.6309,0.5536,0.5102,0.5748,0.6429,0.5073,0.5539,0.5286,0.5415,0.5656,0.6185,0.5254,0.5662,0.649,0.5289,0.4757
0.5628,0.4481,0.5292,0.5194,0.5846,0.5872,0.5631,0.5903,0.4395,0.495,0.47,0.6831,0.4981,0.5349,0.4585,0.5935,0.4829,0.5596,0.5139,0.4608,0.5814,0.5656,0.5596,0.4976,0.5412,0.4881,0.5444,0.6673,0.6616,0.5533,0.5694,0.6429,0.5694,0.6521,0.5415,0.3867,0.5384,0.6061,0.52,0.5378,0.5507,0.5068,0.5906,0.4243,0.6492,0.5906,0.6309,0.5536,0.5102,0.5748,0.6429,0.5073,0.5539,0.5286,0.5415,0.5656,0.6185,0.5254,0.5662,0.649,0.5289,0.5128
0.5751,0.4481,0.5415,0.5194,0.5846,0.5872,0.5846,0.5903,0.4395,0.5473,0.5191,0.6831,0.4981,0.5349,0.4585,0.5935,0.4829,0.5596,0.5263,0.4608,0.5814,0.6024,0.5691,0.4976,0.5412,0.4881,0.5444,0.6673,0.6616,0.5596,0.5694,0.6553,0.5694,0.6521,0.5444,0.3867,0.5384,0.6061,0.52,0.5378,0.5507,0.5068,0.5906,0.4243,0.6584,0.5906,0.6309,0.5536,0.5102,0.5748,0.6645,0.5073,0.5539,0.5286,0.5415,0.5656,0.6185,0.5254,0.5662,0.649,0.5906,0.5128
