Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
11876,"[6.9507070000000004, 8.8261710000000004]",0,negative, , , , 
19985,"[4.1966960000000002, 4.7114949999999993]",0,negative,0.814,0.7955,54.645,0.6429
6524,"[4.2361550000000001, 4.721133]",0,positive, , , , 
13410,"[4.5260910000000001, 5.5328429999999997]",0,positive, , , , 
12836,"[4.3827379999999998, 5.3573199999999996]",0,positive,0.84,0.913,45.6403,0.649
