Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
7647,29.47,3.938103,0.781337377111
17202,47.37,4.546552,1.06284106488
6951,8.09,9.614576,2.05523277341
4926,24.81,1.960785,0.308259912868
18945,43.9,4.76614,1.0057912751
