Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,216.74849200248718,1.8,0.9415291077006068,8.225615976145637,10.35,206.78864870233028,206.796875,2124
