Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,124.66953706741333,2.1,0.9415291077006068,8.239929136004355,10.375,207.07846356296,207.08984375,1223
