Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,227.46902418136597,2.2,0.9415291077006068,8.271055580457197,11.583333333333334,206.98647432485436,207.0,2231
