rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate
10,275.7543315887451,1.8,0.9279553215736588,adaptive,60,40,60,40
