rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate
10,201.0495457649231,1.6,0.9282857455622437,adaptive,60,40,60,40
