Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1,"[124.0, 199.0]",0,1,0.7015,0.5839,193.5246,0.3939
1,"[44.0, 127.0]",0,0,0.776,0.8083,167.9271,0.3932
