0,1,2
0.17011883184818516,0.16398338505323887,0.1856316970270085
0.20118289565301234,0.19975291456264982,0.202389658881808
0.22969591436165274,0.22713638035840472,0.22320018938412628
0.2562565605857953,0.2539439270413302,0.2522172637324246
0.2895696464775931,0.28677308553540387,0.2713714156414534
0.3105662523815836,0.31795116861482237,0.2914743729237454
0.33244411831319653,0.342722359219957,0.30998092312568476
0.3578385015619231,0.3639891859382823,0.33067833680952047
0.3789044807341721,0.38256776250582425,0.34668012507868695
0.3919956913851346,0.39999542004849364,0.36214037210230254
0.4073790929555073,0.41603680178740093,0.3738168576426581
0.415650311528149,0.42664376950157995,0.3889694925797393
0.41607505387624866,0.4289686084569821,0.3976278845218057
0.4281016707766838,0.44005433425613344,0.4088580211159042
0.43528795816338434,0.4524451849451441,0.41669156197940876
0.4430276307547478,0.45967463630220856,0.43243715785016706
0.45210588203695734,0.4610076234291534,0.43775247873201456
0.45972428444210034,0.46974552509028117,0.44404530630890193
0.47103628273244574,0.4688431218800248,0.4460167926973526
0.4706221225905211,0.4709727441126813,0.44846424334105306
0.4711526004438199,0.46647004393209957,0.4514270569411718
0.4719728666789931,0.46554454459144906,0.4547889776492225
0.4750583879406044,0.4688977605338895,0.4546209642872976
0.4806372717462223,0.4724956952479039,0.45297541500487637
0.482132143615519,0.4774175628583811,0.4503556132419792
0.48639326915350817,0.47850336881986627,0.4534892479801503
0.4873330107706347,0.47734630911281806,0.448850051101981
0.4905465941850325,0.4862360740878113,0.453960346378948
0.49119194554743595,0.4802805035444707,0.4576509733272136
0.49652540709463305,0.48234560779717345,0.4581157523309165
0.49398482159218776,0.4798686552739497,0.4612624443664028
0.49163837424827544,0.4793681943963372,0.4507374198370799
0.4821829513439325,0.48793073922201224,0.444600818318779
0.4805017799238481,0.48728540508927853,0.44617389676574654
0.48213076710408864,0.48100804956702825,0.4508789866267283
0.48276481986072156,0.4812487407845372,0.4530915261858537
0.48002332772885553,0.4699225233644989,0.444906052113871
0.4788328200282523,0.47101745863085737,0.4429763971385758
0.475768694952656,0.4751264339747693,0.4428495993115938
0.48133560003481396,0.47517678412365905,0.44060862629355235
0.47820181370535997,0.47431842238876987,0.4411051635145441
0.47643754525545273,0.4745893871312794,0.4376731317850141
0.4780663705254284,0.4723609840690165,0.4391116922999215
0.46856139103508704,0.47370412734757006,0.43652413354348946
0.4678851161621475,0.47229032862533693,0.4286443291191704
0.4669335042008928,0.4735718906886717,0.42599403245353196
0.4636851209286422,0.4728768323593696,0.4195662725337469
0.4622510320242314,0.4780459045832106,0.4234939109400899
0.45093760475373573,0.4726715254618894,0.41776414819223384
0.45486460580724963,0.46521038725817526,0.41866809081272266
0.4533072499268992,0.46196419133245037,0.42136374055338593
0.4566640934145298,0.46019270768503423,0.42032116721644264
0.4614763162754103,0.4560155593053125,0.4152896418388542
0.4657909235001285,0.4630587048449199,0.4151930137443361
0.4613748688888413,0.46570446520371356,0.41637643932374624
0.46861595003851003,0.4684359453086707,0.4188796967147248
0.46686432166847674,0.46641178941172357,0.42766558860146836
0.45838913935952785,0.46173639308238135,0.4334889780759629
0.4536610763816087,0.45863462227690927,0.42849251083867124
0.4558650328702648,0.4616794008846942,0.4226042602624138
0.4564476380241874,0.45534876042965566,0.4222172923735961
0.4565064642136482,0.455578463798401,0.4234588337994713
0.45203806081493814,0.45165862116168876,0.4185874785863838
0.4575760896196938,0.4474378506931645,0.4192508992130322
0.45944529420824787,0.44119799280149985,0.4200327897954249
0.4559296364776202,0.4381541461664699,0.4191916368682248
0.4488894885487497,0.43935819241899227,0.42032060645260344
0.44789298137253664,0.4457358753847388,0.4181157129445771
0.445569616880134,0.4448185982551182,0.4155325383859134
0.45009344966688514,0.44065556220425356,0.4139705250573198
0.4522290550470991,0.442825754888545,0.4077336088498336
0.4548247276884412,0.45045751187838334,0.39901732141905244
0.4493985713118022,0.44274591368915067,0.39713500159825477
0.4441433100519598,0.44526686570337976,0.3973792863047396
0.44186712516929383,0.4439185666884534,0.40164484373516024
0.439780178759928,0.4417696797341504,0.4027041628228553
0.44392100892056335,0.43552580469054897,0.4038635383410798
0.44085072242916834,0.43664775908120496,0.3974622636878216
0.4336014659249551,0.4276645806203623,0.3922756964630722
0.42890760775993286,0.4227057866742679,0.3896473946513992
0.4250435873470882,0.4245110502420004,0.3897288786880418
0.4195979416798367,0.42269773911949343,0.39122647402488764
0.421490794148423,0.42329885532903855,0.3941714778011456
0.4182758878903636,0.4238977968267155,0.3922518605872748
0.4179465587911442,0.42176511139387063,0.39447452647313574
0.41999161247207917,0.4173738044795887,0.39448984329669134
0.4100627586808742,0.4184995814372497,0.3916231310419835
0.4059200546262921,0.41357513631349896,0.3844880419991199
0.4034521431298861,0.4030914535732672,0.38099162844875717
0.4001049960234279,0.4105216631872628,0.38026161061281105
0.39882001336046935,0.4101435181724264,0.377144914429707
0.40320555747257425,0.41119170916010245,0.3722773760662899
0.39894372572716774,0.4055746126662501,0.3717943069298258
0.39992726907541815,0.40769740565225115,0.36976014803060797
0.39844823866590595,0.41169798028916893,0.3661451083146815
0.39801963942288326,0.41180078149320376,0.368112648393311
0.39273136050620583,0.40849284633107147,0.3636370404334713
0.4016908469177192,0.4106598089795082,0.3583405597713663
0.39941015475451,0.40495224822485987,0.36676570274469655
0.3959879070919593,0.4001048826571898,0.3681295775402084
0.39522537239543626,0.3984692231786615,0.3639027228472659
0.39584650435248536,0.3953747765420448,0.36495965501961825
0.40117566541163346,0.3893800706645611,0.36698376564983926
0.39377981482239915,0.3870915952970953,0.36444782590457364
0.39569184666771956,0.3757771746700465,0.36560194491315584
0.3939599383629128,0.3832360104287361,0.3658007716208271
0.385413764326042,0.38665750281059386,0.36734020405740614
0.38352825104287736,0.38367863532267893,0.36649205016021813
0.3804807400097147,0.3863063372971329,0.3645068545254137
0.37493354981501037,0.37580389002267023,0.3627898226434877
0.37497881834320584,0.3698320493022717,0.36335319293689705
0.37506353757700356,0.36442070273258914,0.3641718172338627
