Rule_Obj,Rule_Score
"[['age', 'sex'], [[55, 77], ['1']]]",0.5960707530756147
"[['age'], [[57, 71]]]",0.5730845200756188
"[['sex', 'ph-ecog'], [['1'], ['1.0', '2.0']]]",0.5641413935072699
"[['ph-karno'], [[90.0, 100.0]]]",0.5358080113141209
"[['ph-karno', 'sex'], [[80.0, 100.0], ['2', '1']]]",0.5358080113141209
"[['age', 'ph-ecog'], [[64, 76], ['0.0', '2.0', '3.0', '1.0']]]",0.5325824438554833
"[['sex'], [['2']]]",0.5022058960335514
"[['pat-karno'], [[80.0, 90.0]]]",0.4856338625129227
"[['sex', 'age', 'ph-karno'], [['1', '2'], [63, 80], [70.0, 100.0]]]",0.42713048496124906
"[['ph-ecog'], [['0.0']]]",0.3983057772318819
