rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate
10,18.75696635246277,1.7,0.5710893874612681,adaptive,60,40,60,40
