Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2,"[1.0, 1.8999999999999999]",0,Iris-setosa,1.0,1.0,109.8612,0.8889
3,"[1.0, 1.8]",0,Iris-versicolor, , , , 
2,"[3.0, 5.0999999999999996]",0,Iris-versicolor,1.0,0.8621,95.0192,0.8178
2,"[4.7999999999999998, 6.9000000000000004]",0,Iris-virginica,0.98,0.8909,96.3437,0.8178
