Rule_Obj,Rule_Score
"[['sex', 'ph-karno'], [['1'], [50.0, 90.0]]]",0.9286393356750164
"[['ph-karno', 'age'], [[60.0, 80.0], [46, 82]]]",0.9220721446084668
"[['wt-loss'], [[6.0, 27.0]]]",0.916615414271547
"[['ph-karno'], [[60.0, 90.0]]]",0.9138300735964792
"[['ph-karno', 'pat-karno'], [[50.0, 90.0], [40.0, 90.0]]]",0.913085116583696
"[['age', 'ph-ecog'], [[39, 64], ['1.0', '0.0', '3.0']]]",0.9119794749965472
"[['pat-karno'], [[30.0, 70.0]]]",0.8988741794176537
"[['age', 'sex'], [[60, 82], ['1']]]",0.8987659990578546
"[['sex'], [['2']]]",0.8961060135679206
"[['sex', 'age', 'ph-ecog'], [['1', '2'], [65, 82], ['2.0', '3.0', '1.0', '0.0']]]",0.8911439215869417
