,mean_score,mean_runtime,mean_rule_size,mean_cpu_percent,peak_cpu_percent,mean_ram_mb,peak_ram_mb
0,0.9413820265936174±0.0004015344189280202,440.2±212.32,2.67±0.32,8.28±0.04,10.82±0.48,210.5±0.36,210.52±0.34
