Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,210.95449376106262,2.6,0.941814421904767,8.305200774068693,10.4,210.7506047411702,210.7578125,2067
