Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,288.8604187965393,2.5,0.941814421904767,8.30214740190879,10.983333333333334,210.73503363600233,210.74609375,2829
