0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0.0829,0.0863,0.0812,0.0787,0.1059,0.102,0.1016,0.0655,0.139,0.0646,0.102,0.1135,0.0816,0.0863,0.0859,0.0659,0.0863,0.0825,0.1016,0.1054,0.0727,0.0863,0.094,0.0893,0.0672,0.0706,0.0787,0.0974,0.102,0.1088,0.0889,0.0706,0.0931,0.0731,0.0944,0.102,0.0731,0.1169,0.0999,0.0727,0.0855,0.1063,0.0859,0.0991,0.1331,0.0816,0.0859,0.0889,0.0778,0.0863,0.0646,0.0731,0.0863,0.094,0.0808,0.1016,0.1246,0.0744,0.0906,0.1173,0.1084,0.0808,0.0855,0.0731,0.0787,0.1093,0.0893,0.0833,0.1093,0.0889,0.0778,0.125,0.0974,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0812,0.0944,0.0629
0.0829,0.0863,0.0889,0.0787,0.1059,0.102,0.1016,0.0736,0.139,0.0646,0.102,0.1135,0.1059,0.0863,0.0859,0.0812,0.0863,0.0825,0.1016,0.1054,0.0727,0.0863,0.094,0.0893,0.0736,0.0706,0.0787,0.0974,0.102,0.1088,0.0889,0.0706,0.0931,0.0731,0.0944,0.102,0.0731,0.1169,0.0999,0.0727,0.0855,0.1063,0.0859,0.0991,0.1331,0.0816,0.0859,0.0889,0.0778,0.0863,0.0646,0.074,0.0863,0.094,0.0808,0.1016,0.1246,0.0744,0.0906,0.1173,0.1084,0.0808,0.0855,0.0816,0.0787,0.1093,0.0893,0.0833,0.1093,0.0889,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0812,0.0944,0.0629
0.0829,0.0863,0.0889,0.0787,0.1059,0.102,0.1016,0.0736,0.139,0.0646,0.102,0.1135,0.1059,0.0863,0.0859,0.0812,0.0863,0.0897,0.1016,0.1054,0.0727,0.1012,0.094,0.1139,0.0901,0.0863,0.0787,0.0978,0.102,0.1088,0.0889,0.0706,0.0931,0.0991,0.0944,0.102,0.0731,0.1169,0.0999,0.0727,0.0855,0.1063,0.0859,0.0991,0.1331,0.0816,0.0859,0.0889,0.0778,0.0863,0.0646,0.074,0.0863,0.094,0.0808,0.1016,0.1246,0.0744,0.0906,0.1173,0.1178,0.0808,0.0855,0.0816,0.0787,0.1093,0.0893,0.0833,0.1173,0.0889,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0812,0.0944,0.0629
0.0829,0.0944,0.0889,0.0787,0.1059,0.102,0.1016,0.0736,0.139,0.0646,0.102,0.1135,0.1059,0.0944,0.0859,0.0812,0.0863,0.0906,0.1016,0.1054,0.0727,0.1012,0.094,0.1139,0.0901,0.0863,0.0787,0.0978,0.102,0.1088,0.0889,0.077,0.0931,0.0991,0.0944,0.102,0.0731,0.1169,0.0999,0.0727,0.0855,0.1063,0.0859,0.0991,0.1331,0.0816,0.0859,0.0889,0.0778,0.0863,0.0655,0.0808,0.0863,0.094,0.0808,0.1016,0.1246,0.0808,0.0906,0.1173,0.1178,0.0808,0.1016,0.0816,0.0787,0.1093,0.0893,0.0833,0.1173,0.0906,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0812,0.0944,0.0629
0.0829,0.0944,0.0889,0.0787,0.1059,0.102,0.1016,0.0736,0.139,0.0646,0.102,0.1135,0.1059,0.0944,0.0859,0.0812,0.0863,0.0969,0.1016,0.1054,0.0727,0.1012,0.094,0.1139,0.0901,0.0863,0.0787,0.1054,0.102,0.1088,0.1628,0.077,0.0931,0.0991,0.0944,0.102,0.0731,0.1169,0.0999,0.0727,0.094,0.1063,0.0859,0.0991,0.1331,0.0816,0.1135,0.0986,0.0778,0.0863,0.0655,0.0808,0.1178,0.094,0.0812,0.1016,0.1246,0.0808,0.0991,0.1173,0.1178,0.0808,0.1016,0.0816,0.0931,0.1093,0.0893,0.0833,0.1173,0.0906,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.0944,0.0629
0.0829,0.0944,0.0889,0.0863,0.1059,0.102,0.1016,0.0736,0.139,0.0651,0.102,0.1135,0.1059,0.0944,0.0859,0.0812,0.0863,0.0969,0.1016,0.1054,0.0731,0.1012,0.094,0.1139,0.0901,0.0863,0.0787,0.1054,0.102,0.1088,0.1628,0.0859,0.0931,0.0991,0.0944,0.102,0.0731,0.1246,0.0999,0.0812,0.094,0.1063,0.0859,0.0991,0.1331,0.0816,0.1135,0.0986,0.0778,0.0863,0.0655,0.0808,0.1178,0.094,0.0889,0.1016,0.1246,0.0808,0.0991,0.1173,0.1178,0.0808,0.1016,0.0816,0.0931,0.1093,0.0893,0.0833,0.1173,0.0906,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.0944,0.0629
0.0829,0.0944,0.0889,0.0863,0.1059,0.102,0.1097,0.0736,0.139,0.0651,0.102,0.1135,0.1059,0.1008,0.0859,0.0812,0.0863,0.0969,0.1016,0.1054,0.0731,0.1012,0.094,0.1139,0.0901,0.0863,0.0787,0.1054,0.102,0.1088,0.1628,0.0923,0.0931,0.0991,0.0944,0.102,0.0731,0.1246,0.0999,0.0812,0.1012,0.1063,0.0859,0.0991,0.1331,0.0816,0.1135,0.0991,0.102,0.0863,0.0655,0.0825,0.1178,0.094,0.0889,0.1016,0.1246,0.0808,0.0991,0.1173,0.1178,0.0808,0.1016,0.0816,0.0931,0.1093,0.0995,0.0833,0.1173,0.0906,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.0944,0.0629
0.0829,0.0944,0.0889,0.0863,0.1301,0.102,0.1097,0.0736,0.139,0.0651,0.102,0.1135,0.1059,0.1008,0.0859,0.0825,0.0944,0.0969,0.1016,0.1054,0.0731,0.1144,0.094,0.1139,0.0901,0.0863,0.0787,0.1054,0.102,0.1088,0.1628,0.094,0.0931,0.0991,0.0944,0.102,0.0731,0.1246,0.0999,0.0812,0.1088,0.1063,0.1016,0.0991,0.1331,0.0816,0.1169,0.1224,0.102,0.0863,0.0655,0.0825,0.1178,0.094,0.0889,0.1016,0.1246,0.1067,0.0991,0.1173,0.1178,0.0808,0.1016,0.148,0.0931,0.1093,0.0995,0.0833,0.1173,0.0906,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.0944,0.0702
0.0829,0.0944,0.0889,0.0863,0.1301,0.102,0.1097,0.0736,0.139,0.0651,0.102,0.1135,0.1059,0.1012,0.0859,0.0825,0.0944,0.0969,0.1016,0.1054,0.0731,0.1144,0.094,0.1139,0.0901,0.0863,0.0863,0.1054,0.102,0.1088,0.1628,0.0944,0.0931,0.0991,0.0944,0.102,0.0731,0.1246,0.0999,0.0821,0.1088,0.1063,0.1016,0.0991,0.1331,0.0816,0.1169,0.1224,0.102,0.0863,0.0655,0.0825,0.1178,0.094,0.0889,0.1016,0.1246,0.1067,0.0991,0.1173,0.1178,0.0808,0.1016,0.148,0.0931,0.1093,0.0995,0.0833,0.1173,0.0906,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.0863,0.1301,0.102,0.1097,0.0736,0.139,0.1144,0.102,0.1139,0.1059,0.1178,0.0859,0.0825,0.0944,0.0969,0.1016,0.1054,0.0731,0.1144,0.094,0.1139,0.0901,0.0863,0.0863,0.1054,0.102,0.1088,0.1628,0.0944,0.0931,0.0991,0.0944,0.102,0.0731,0.1552,0.0999,0.1054,0.1088,0.1063,0.1016,0.0991,0.1331,0.0816,0.1169,0.1224,0.102,0.0863,0.0655,0.0825,0.1178,0.094,0.0889,0.1016,0.1246,0.1067,0.0991,0.1173,0.1178,0.0808,0.1016,0.148,0.0931,0.1093,0.0995,0.0833,0.1173,0.0906,0.0778,0.125,0.0978,0.0651,0.1088,0.0778,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.0863,0.1301,0.102,0.1097,0.0736,0.139,0.1144,0.102,0.1139,0.1059,0.1178,0.0859,0.0825,0.0944,0.0969,0.1016,0.1084,0.0731,0.1144,0.094,0.1139,0.0901,0.0863,0.0863,0.1054,0.102,0.1088,0.1628,0.0944,0.0931,0.0991,0.0944,0.102,0.0731,0.1552,0.0999,0.1054,0.1088,0.1063,0.1016,0.0991,0.1331,0.0816,0.1169,0.1224,0.102,0.0863,0.0655,0.0825,0.1178,0.094,0.0889,0.1016,0.1246,0.1067,0.108,0.1173,0.1178,0.0808,0.1016,0.148,0.0931,0.1093,0.0995,0.0833,0.1173,0.0974,0.0918,0.125,0.0978,0.0727,0.1088,0.0787,0.1224,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.0863,0.1301,0.102,0.1097,0.0736,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0825,0.0944,0.0995,0.1016,0.1084,0.0731,0.1144,0.1029,0.1139,0.0901,0.0863,0.0863,0.1054,0.102,0.1088,0.1628,0.0944,0.0931,0.0991,0.0944,0.102,0.0731,0.1552,0.0999,0.1054,0.1165,0.1144,0.1016,0.0991,0.1331,0.0816,0.1169,0.1224,0.102,0.0863,0.0655,0.0825,0.1178,0.094,0.0889,0.1016,0.1246,0.1067,0.108,0.1173,0.1178,0.0808,0.1016,0.148,0.0931,0.1093,0.0995,0.0855,0.1173,0.0974,0.0918,0.125,0.0978,0.0727,0.1097,0.0787,0.1305,0.1093,0.1008,0.0808,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.0863,0.1301,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0833,0.0944,0.0995,0.1016,0.1084,0.0731,0.1144,0.1029,0.1139,0.0901,0.0863,0.0863,0.1054,0.102,0.1088,0.1628,0.0944,0.0931,0.0991,0.0944,0.102,0.0893,0.1552,0.0999,0.1054,0.1165,0.1144,0.1016,0.0991,0.1331,0.0816,0.1169,0.1224,0.102,0.0863,0.0655,0.0906,0.1178,0.094,0.0889,0.1016,0.1246,0.1067,0.108,0.1178,0.1178,0.0808,0.1016,0.1641,0.1093,0.1093,0.0995,0.1003,0.1173,0.0974,0.0918,0.125,0.0978,0.0727,0.1097,0.0787,0.1305,0.1093,0.1008,0.0812,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.094,0.1301,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0833,0.0944,0.0995,0.1016,0.1084,0.0731,0.1144,0.1169,0.1139,0.0901,0.0863,0.0935,0.1054,0.102,0.1331,0.1628,0.0944,0.0931,0.1067,0.0944,0.102,0.0893,0.1552,0.0999,0.1216,0.1165,0.1144,0.1016,0.1063,0.1331,0.0816,0.1169,0.1224,0.102,0.0863,0.0655,0.0986,0.1178,0.094,0.0889,0.1016,0.1246,0.1067,0.108,0.1178,0.1178,0.0808,0.1016,0.1641,0.1093,0.1093,0.0995,0.108,0.1173,0.0974,0.0918,0.125,0.0978,0.0727,0.1097,0.0859,0.1305,0.1093,0.1008,0.0889,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.094,0.1301,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0833,0.0944,0.0995,0.1016,0.1084,0.0731,0.1144,0.1169,0.1139,0.0901,0.0863,0.0935,0.1054,0.102,0.1331,0.1633,0.0944,0.0931,0.1067,0.0944,0.102,0.0893,0.1552,0.0999,0.1216,0.1165,0.1144,0.1016,0.1063,0.1331,0.0816,0.1446,0.1224,0.102,0.0863,0.0655,0.0986,0.1178,0.094,0.1063,0.1016,0.1246,0.1067,0.108,0.1178,0.1178,0.0808,0.1016,0.1803,0.1093,0.1093,0.0995,0.108,0.1173,0.0974,0.0918,0.125,0.0978,0.0808,0.1097,0.0863,0.1305,0.1093,0.1008,0.0889,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.094,0.1301,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0833,0.0944,0.0995,0.1016,0.1084,0.0812,0.1144,0.1169,0.1139,0.0901,0.0863,0.0935,0.1054,0.102,0.1331,0.1641,0.0944,0.0931,0.1067,0.0944,0.102,0.0893,0.1552,0.0999,0.1216,0.1165,0.1144,0.1016,0.1063,0.1331,0.0816,0.1446,0.1224,0.102,0.0863,0.0727,0.0986,0.1178,0.094,0.1063,0.1016,0.1246,0.1067,0.108,0.1178,0.1178,0.0808,0.1016,0.1803,0.1093,0.1093,0.0995,0.108,0.1173,0.0974,0.0918,0.125,0.0978,0.0808,0.1097,0.0863,0.1305,0.1093,0.1008,0.0889,0.0944,0.1093,0.0897,0.1165,0.0842
0.0829,0.0944,0.0889,0.094,0.1301,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0833,0.0944,0.0995,0.1016,0.1084,0.0812,0.1144,0.1169,0.1139,0.0901,0.0935,0.0935,0.1054,0.102,0.1331,0.1866,0.0944,0.0931,0.1067,0.0944,0.102,0.0893,0.1552,0.0999,0.1216,0.1165,0.1224,0.1016,0.1063,0.1331,0.0816,0.145,0.1224,0.102,0.0863,0.0727,0.0986,0.1178,0.1012,0.1063,0.1016,0.1246,0.1067,0.108,0.1178,0.1178,0.0808,0.1016,0.1803,0.1093,0.1093,0.0995,0.108,0.1173,0.0974,0.0918,0.125,0.0978,0.0808,0.1097,0.0863,0.1305,0.1093,0.1008,0.0889,0.0944,0.1093,0.1054,0.1165,0.0842
0.1131,0.0944,0.0893,0.094,0.1301,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0982,0.0944,0.0995,0.1016,0.1084,0.0812,0.1144,0.1169,0.1139,0.0901,0.0935,0.0935,0.1054,0.102,0.1331,0.1956,0.0944,0.0931,0.1067,0.0944,0.102,0.0893,0.1552,0.0999,0.1216,0.1165,0.1224,0.1016,0.1063,0.1331,0.0816,0.145,0.1224,0.102,0.0863,0.0727,0.0986,0.1178,0.1012,0.1063,0.1016,0.1246,0.1067,0.1131,0.1178,0.1178,0.0808,0.1093,0.1803,0.1093,0.1093,0.0995,0.125,0.1173,0.0974,0.0918,0.125,0.0978,0.0808,0.1097,0.0863,0.1305,0.1093,0.1008,0.0889,0.0944,0.1093,0.1054,0.1165,0.0842
0.1131,0.0944,0.0893,0.094,0.1318,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0995,0.0944,0.0995,0.1016,0.1084,0.0893,0.1144,0.1169,0.1139,0.0901,0.0935,0.0935,0.1054,0.125,0.1331,0.1956,0.0944,0.0931,0.1067,0.0944,0.102,0.0893,0.1552,0.0999,0.1216,0.1165,0.1224,0.1016,0.1063,0.1331,0.0816,0.145,0.1224,0.102,0.0863,0.0727,0.0986,0.1178,0.1093,0.1063,0.1016,0.1246,0.1067,0.1131,0.1178,0.1178,0.0808,0.1093,0.1803,0.1093,0.1093,0.0995,0.125,0.1173,0.0974,0.0918,0.125,0.0978,0.0808,0.1097,0.0863,0.1305,0.1093,0.1008,0.0969,0.0944,0.1093,0.1054,0.1165,0.0842
0.1131,0.0944,0.0893,0.094,0.1318,0.102,0.1097,0.0901,0.139,0.1216,0.102,0.1139,0.1059,0.1178,0.0935,0.0995,0.0944,0.0995,0.1016,0.1084,0.0893,0.1144,0.1169,0.1139,0.0901,0.0935,0.0935,0.1054,0.125,0.1331,0.1956,0.0944,0.0935,0.1067,0.0944,0.102,0.0893,0.1628,0.0999,0.1216,0.125,0.1224,0.1016,0.1071,0.1331,0.0816,0.145,0.1224,0.102,0.0863,0.0731,0.0986,0.1178,0.1093,0.1063,0.1016,0.1246,0.1067,0.1322,0.1178,0.1178,0.0808,0.1178,0.1803,0.1093,0.1093,0.1144,0.125,0.1173,0.0974,0.0918,0.125,0.0978,0.0808,0.1097,0.0863,0.1305,0.1093,0.1008,0.0969,0.0944,0.1093,0.1054,0.1165,0.0842
0.1131,0.0944,0.0893,0.094,0.1382,0.102,0.1097,0.0901,0.139,0.1216,0.1097,0.1216,0.1059,0.1178,0.0935,0.0995,0.1093,0.0995,0.1016,0.1084,0.0893,0.1144,0.1169,0.1229,0.0901,0.0935,0.0935,0.1054,0.125,0.1331,0.1956,0.0944,0.0935,0.1067,0.0944,0.102,0.0897,0.1628,0.0999,0.1216,0.125,0.1224,0.1016,0.1144,0.1331,0.0842,0.145,0.1224,0.102,0.1173,0.0731,0.0986,0.1178,0.1093,0.1063,0.1016,0.1318,0.1067,0.1322,0.1178,0.1178,0.0808,0.1178,0.1803,0.1093,0.1093,0.1144,0.125,0.1173,0.0974,0.0918,0.125,0.0995,0.0808,0.1097,0.0935,0.1305,0.1093,0.1008,0.0969,0.0944,0.1093,0.1054,0.1165,0.0842
0.1131,0.0944,0.0893,0.094,0.1382,0.102,0.1097,0.0901,0.139,0.1216,0.1097,0.1216,0.1059,0.1178,0.0935,0.0995,0.1093,0.0995,0.1016,0.1084,0.0893,0.1144,0.1169,0.1382,0.0901,0.0935,0.0935,0.1054,0.125,0.1331,0.1956,0.0944,0.0935,0.1067,0.0944,0.102,0.0897,0.1628,0.0999,0.1216,0.125,0.1224,0.1016,0.1144,0.1331,0.0842,0.145,0.1224,0.102,0.1173,0.0731,0.0986,0.1178,0.1093,0.1063,0.1016,0.1318,0.1067,0.1322,0.1178,0.1178,0.0808,0.1178,0.1803,0.1178,0.1093,0.1144,0.125,0.1173,0.0974,0.0918,0.125,0.0995,0.0808,0.1097,0.094,0.1305,0.1093,0.1008,0.0969,0.0944,0.1169,0.1054,0.1165,0.0842
