Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1087,"[-0.010134377, 0.162210036]",0,good,0.7838,0.7909,31.2959,0.341
1023,"[-0.61705613000000004, -0.064917477000000001]",0,poor,0.3684,0.6563,27.7074,0.2415
1337,"[-0.50430483700000006, -0.19925537600000001]",1,poor,0.5088,0.6042,33.4664,0.3027
