0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.1357,0.1915,0.1357,0.1881,0.1357,0.1932,0.1357,0.1854,0.1357,0.1949,0.1357,0.1898,0.1357,0.1966,0.1357,0.1863,0.1357,0.1871,0.1357,0.1932,0.1357,0.1932,0.1357,0.1863,0.1357,0.1812,0.1357,0.1846,0.1357,0.1854,0.1357,0.1838,0.1357,0.1898,0.1357,0.1898,0.1357,0.1821,0.1357,0.1778,0.1357,0.1854,0.1357,0.1898,0.1357,0.1898,0.1357,0.1898,0.1357,0.1932,0.1357,0.1898,0.1357,0.1898,0.1357,0.1838,0.1357,0.1846,0.1357,0.1898
0.1357,0.1915,0.1357,0.1966,0.1357,0.1932,0.1357,0.1854,0.1357,0.1949,0.1357,0.1898,0.1357,0.1966,0.1357,0.1915,0.1357,0.1871,0.1357,0.1949,0.1357,0.1932,0.1357,0.1932,0.1357,0.1881,0.1357,0.1881,0.1357,0.1879,0.1357,0.1906,0.1357,0.1898,0.1357,0.1898,0.1357,0.1854,0.1357,0.1898,0.1357,0.1854,0.1357,0.1966,0.1357,0.1898,0.1357,0.1898,0.1357,0.1932,0.1357,0.1898,0.1357,0.1898,0.1357,0.1838,0.1357,0.1898,0.1357,0.1915
0.1357,0.1915,0.1357,0.1966,0.1357,0.1932,0.1357,0.1854,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.1915,0.1357,0.1881,0.1357,0.1949,0.1357,0.1932,0.1357,0.1932,0.1357,0.1881,0.1357,0.1898,0.1357,0.1879,0.1357,0.1906,0.1357,0.1898,0.1357,0.1898,0.1357,0.1932,0.1357,0.1898,0.1357,0.1898,0.1357,0.1966,0.1357,0.1898,0.1357,0.1898,0.1357,0.1932,0.1357,0.1898,0.1357,0.1898,0.1357,0.1846,0.1357,0.1898,0.1357,0.1915
0.1357,0.1915,0.1357,0.1983,0.1357,0.1966,0.1357,0.1854,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1949,0.1357,0.1932,0.1357,0.194,0.1357,0.1898,0.1357,0.1898,0.1357,0.1966,0.1357,0.1906,0.1357,0.1932,0.1357,0.1898,0.1357,0.1932,0.1357,0.1915,0.1357,0.1898,0.1357,0.1966,0.1357,0.1898,0.1357,0.1966,0.1357,0.1932,0.1357,0.1915,0.1357,0.1898,0.1357,0.1846,0.1357,0.1898,0.1357,0.1915
0.1357,0.1915,0.1357,0.1983,0.1357,0.1966,0.1357,0.1871,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1949,0.1357,0.1932,0.1357,0.194,0.1357,0.1898,0.1357,0.1907,0.1357,0.1966,0.1357,0.1906,0.1357,0.1932,0.1357,0.1906,0.1357,0.1932,0.1357,0.1915,0.1357,0.1898,0.1357,0.1966,0.1357,0.1898,0.1357,0.1966,0.1357,0.1932,0.1357,0.1915,0.1357,0.1906,0.1357,0.1846,0.1357,0.1898,0.1357,0.1915
0.1357,0.1915,0.1357,0.1983,0.1357,0.1966,0.1357,0.1871,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1949,0.1357,0.1932,0.1357,0.194,0.1357,0.1898,0.1357,0.1907,0.1357,0.1966,0.1357,0.1932,0.1357,0.1932,0.1357,0.1906,0.1357,0.1932,0.1357,0.1915,0.1357,0.1898,0.1357,0.1966,0.1357,0.1898,0.1357,0.1966,0.1357,0.1932,0.1357,0.1915,0.1357,0.1906,0.1357,0.1898,0.1357,0.1898,0.1357,0.1915
0.1357,0.1915,0.1357,0.1983,0.1357,0.1966,0.1357,0.1871,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1949,0.1357,0.1932,0.1357,0.194,0.1357,0.1932,0.1357,0.1966,0.1357,0.1966,0.1357,0.1932,0.1357,0.1932,0.1357,0.1906,0.1357,0.1932,0.1357,0.1932,0.1357,0.1898,0.1357,0.1966,0.1357,0.1898,0.1357,0.1966,0.1357,0.1932,0.1357,0.1915,0.1357,0.1966,0.1357,0.1898,0.1357,0.1898,0.1357,0.1915
0.1357,0.1915,0.1357,0.1983,0.1357,0.1966,0.1357,0.1871,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1949,0.1357,0.1932,0.1357,0.194,0.1357,0.1932,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.1932,0.1357,0.1906,0.1357,0.1932,0.1357,0.1932,0.1357,0.1906,0.1357,0.1966,0.1357,0.1932,0.1357,0.1966,0.1357,0.1932,0.1357,0.1932,0.1357,0.1966,0.1357,0.1898,0.1357,0.1932,0.1357,0.194
0.1357,0.1915,0.1357,0.1983,0.1357,0.1966,0.1357,0.1906,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1991,0.1357,0.1932,0.1357,0.194,0.1357,0.1932,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.1932,0.1357,0.1906,0.1357,0.1932,0.1357,0.1932,0.1357,0.1966,0.1357,0.1983,0.1357,0.1932,0.1357,0.1966,0.1357,0.1932,0.1357,0.1932,0.1357,0.1966,0.1357,0.1898,0.1357,0.1932,0.1357,0.194
0.1357,0.1966,0.1357,0.1983,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1991,0.1357,0.1932,0.1357,0.194,0.1357,0.1932,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.1932,0.1357,0.1906,0.1357,0.1932,0.1357,0.1932,0.1357,0.1966,0.1357,0.1983,0.1357,0.1932,0.1357,0.1966,0.1357,0.1932,0.1357,0.194,0.1357,0.1966,0.1357,0.1898,0.1357,0.1966,0.1357,0.194
0.1357,0.1966,0.1357,0.1983,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.1915,0.1357,0.1898,0.1357,0.1991,0.1357,0.1932,0.1357,0.194,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.194,0.1357,0.194,0.1357,0.1932,0.1357,0.1932,0.1357,0.1966,0.1357,0.1983,0.1357,0.1932,0.1357,0.1966,0.1357,0.1932,0.1357,0.194,0.1357,0.1983,0.1357,0.1966,0.1357,0.1983,0.1357,0.194
0.1357,0.1966,0.1357,0.1983,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.194,0.1357,0.1906,0.1357,0.1991,0.1357,0.1932,0.1357,0.1983,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.194,0.1357,0.194,0.1357,0.1983,0.1357,0.194,0.1357,0.1966,0.1357,0.1983,0.1357,0.1932,0.1357,0.1983,0.1357,0.1932,0.1357,0.194,0.1357,0.1983,0.1357,0.1966,0.1357,0.1983,0.1357,0.194
0.1357,0.1966,0.1357,0.1983,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.194,0.1357,0.1906,0.1357,0.1991,0.1357,0.1932,0.1357,0.1983,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1932,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1983,0.1357,0.1966,0.1357,0.1983,0.1357,0.194
0.1357,0.1983,0.1357,0.1983,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1991,0.1357,0.194,0.1357,0.1906,0.1357,0.1991,0.1357,0.1932,0.1357,0.1983,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1932,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1983,0.1357,0.1966,0.1357,0.1983,0.1357,0.194
0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1966,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1906,0.1357,0.1991,0.1357,0.1932,0.1357,0.1983,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1932,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1983,0.1357,0.1966,0.1357,0.1983,0.1357,0.194
0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1906,0.1357,0.1991,0.1357,0.1932,0.1357,0.1983,0.1357,0.194,0.1357,0.1966,0.1357,0.1966,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1983,0.1357,0.1966,0.1357,0.1983,0.1357,0.194
0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1906,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1983,0.1357,0.1966,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.1983,0.1357,0.1966,0.1357,0.1991,0.1357,0.194
0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1906,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.1983,0.1357,0.1966,0.1357,0.1991,0.1357,0.194
0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.194,0.1357,0.1966,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.1983,0.1357,0.1966,0.1357,0.1991,0.1357,0.194
0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.1949,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.1949,0.1357,0.1966,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1966,0.1357,0.1991,0.1357,0.194
0.1357,0.1991,0.1357,0.1983,0.1357,0.1983,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1991,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.1949,0.1357,0.1966,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1966,0.1357,0.1991,0.1357,0.1991
0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1991,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.1949,0.1357,0.1966,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1966,0.1357,0.1991,0.1357,0.1991
0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1991,0.1357,0.1991,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.1949,0.1357,0.1966,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1983,0.1357,0.1983,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1966,0.1357,0.1991,0.1357,0.1991
0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1991,0.1357,0.1991,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1991,0.1357,0.1991,0.1357,0.1966,0.1357,0.1949,0.1357,0.1966,0.1357,0.1991,0.1357,0.1991,0.1357,0.2001,0.1357,0.1983,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1966,0.1357,0.1991,0.1357,0.1991
0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.2001,0.1357,0.1991,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1991,0.1357,0.1991,0.1357,0.1966,0.1357,0.1949,0.1357,0.1966,0.1357,0.1991,0.1357,0.1991,0.1357,0.2001,0.1357,0.1983,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1966,0.1357,0.1991,0.1357,0.2001
0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.194,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.2001,0.1357,0.1991,0.1357,0.1991,0.1357,0.1983,0.1357,0.1991,0.1357,0.1949,0.1357,0.1991,0.1357,0.1991,0.1357,0.1966,0.1357,0.1949,0.1357,0.1966,0.1357,0.1991,0.1357,0.1991,0.1357,0.2001,0.1357,0.1983,0.1357,0.1991,0.1357,0.2001,0.1357,0.1991,0.1357,0.1966,0.1357,0.2001,0.1357,0.1966,0.1357,0.1991,0.1357,0.2001
