0,1,2,3
-0.0006812000000000001,-0.0037176000000000006,-0.013307500000000002,-0.004167199999999999
-0.003668566666666669,-0.0102224,-0.0259368,-0.0042748000000000005
-0.005189000000000002,-0.022632200000000005,-0.0225796,-0.004176000000000002
-0.011626900000000003,-0.021213000000000003,-0.019560400000000002,-0.006823433333333334
-0.0062234000000000005,-0.019113766666666667,-0.015616000000000001,-0.0135634
-0.011208100000000002,-0.01212983333333334,-0.012884800000000002,-0.012927033333333334
-0.008695300000000001,-0.009749000000000002,-0.023452933333333342,-0.0012533333333333342
-0.011562700000000002,-0.0099245,-0.019817300000000003,0.006651933333333332
-0.0109736,-0.0064666,-0.0161199,0.006487699999999999
0.0014013666666666635,0.006373966666666666,-0.0143583,0.0102895
0.008967900000000001,0.0061743,-0.005409166666666667,0.0115909
0.017340333333333326,0.0005757000000000003,-0.01048796666666667,0.0020456999999999984
0.009050233333333333,0.007026133333333334,-0.023955966666666665,0.003020333333333333
0.009979166666666666,-0.0010149000000000017,-0.010067133333333334,0.015314799999999998
0.010667966666666666,0.005346766666666666,0.0020772000000000004,0.028327099999999997
0.012931833333333332,0.019060633333333334,0.001353133333333331,0.02624433333333333
0.010083599999999998,0.023961399999999997,-0.0062851999999999995,0.03227353333333333
0.0034747666666666657,0.026952933333333335,-0.015874100000000002,0.027265233333333333
0.0049686166666666675,0.0302961,-0.0021830333333333345,0.029750400000000003
-0.00047571666666666344,0.0301383,0.009307333333333334,0.029053266666666664
0.0025532000000000016,0.03093066666666667,0.003239799999999999,0.031225450000000002
0.013497833333333334,0.03617840000000001,0.0031697333333333333,0.03302678333333334
0.014220633333333335,0.041111,0.0037679000000000007,0.04191308333333334
0.015621449999999997,0.03594203333333333,0.0034172666666666637,0.052576200000000003
0.028158133333333335,0.028977966666666667,-0.003604499999999999,0.0616898
0.021226033333333335,0.022903800000000005,-0.0076035500000000015,0.0733312
0.0249484,0.033129000000000006,-0.004340783333333334,0.06179833333333333
0.025870466666666668,0.0422814,-0.016119916666666668,0.06804386666666667
0.0242284,0.04631473333333334,-0.01233156666666667,0.0819988
0.022349733333333337,0.03450916666666667,-0.0148407,0.0822165
0.025742633333333338,0.029345433333333334,-0.01253683333333333,0.0850749
0.02293833333333333,0.028719833333333337,-0.001962400000000001,0.0910645
0.01642286666666667,0.02512973333333334,0.0020526666666666653,0.0871845
0.005981833333333333,0.027929300000000004,0.0052429666666666645,0.08917133333333334
-0.004306566666666665,0.030047966666666672,-0.007074799999999999,0.11250493333333333
0.008397633333333335,0.03465923333333333,-0.0142702,0.11976410000000001
0.0069151,0.0277419,-0.0103773,0.10696750000000001
0.007875200000000002,0.03067426666666667,-0.002076133333333333,0.11530313333333334
0.009199299999999997,0.0322888,0.005780566666666668,0.11616846666666668
0.015144666666666669,0.03212506666666667,0.016389066666666667,0.11290460000000002
0.011328366666666667,0.03375946666666667,0.016255,0.10908093333333335
0.02053536666666667,0.0395744,0.014985300000000002,0.11848093333333334
0.02674706666666667,0.04603906666666667,0.0172103,0.12725266666666668
0.0188627,0.0632684,0.0236007,0.10878760000000001
0.02777256666666667,0.06579213333333334,0.0356811,0.11442493333333334
0.024306900000000006,0.06758933333333335,0.0347829,0.1227888
0.012610300000000001,0.07875746666666668,0.04624666666666667,0.12558426666666667
0.0092513,0.07817133333333334,0.04354843333333334,0.11759080000000001
0.0191922,0.10143013333333332,0.057824799999999996,0.09288306666666668
0.023015700000000004,0.1020828,0.0678425,0.08960040000000001
0.025218499999999998,0.10666413333333333,0.0771332,0.07925693333333333
0.05020619999999999,0.1066388,0.0708898,0.08061066666666668
0.051126333333333336,0.11582826666666667,0.06796610000000002,0.08884226666666667
0.0394465,0.11533493333333333,0.0832783,0.10231546666666667
0.037535200000000005,0.11610733333333334,0.07875240000000003,0.10796146666666669
0.029775800000000005,0.11218400000000002,0.0677445,0.11108906666666668
0.013780400000000002,0.11983466666666667,0.06248100000000001,0.11395386666666667
0.019270933333333337,0.11974546666666668,0.0545852,0.10911106666666666
0.017505900000000005,0.1272182666666667,0.04785383333333333,0.10761960000000002
0.02014256666666667,0.12802946666666667,0.04862673333333333,0.12604333333333334
0.016807666666666665,0.11881120000000002,0.053827200000000006,0.09680696666666667
0.0344121,0.12543426666666668,0.052774999999999996,0.09891543333333334
0.0376581,0.10965186666666668,0.04975443333333334,0.09685516666666667
0.028588799999999998,0.11386320000000001,0.0562517,0.09492533333333335
0.025694699999999997,0.10677173333333334,0.06441036666666668,0.08312653333333332
0.029497400000000003,0.11315106666666667,0.05767413333333334,0.08346543333333334
0.048939100000000006,0.114942,0.052303133333333335,0.08488103333333333
0.035828000000000006,0.11917746666666668,0.030832466666666673,0.08469273333333334
0.029926100000000004,0.12604,0.028097233333333336,0.10564006666666668
0.04095699999999999,0.1263468,0.04372763333333333,0.10635306666666668
0.038259,0.12729600000000002,0.036709766666666664,0.11761773333333335
0.018641800000000004,0.11829893333333334,0.03504206666666667,0.109946
0.014307100000000001,0.10389040000000001,0.038708033333333336,0.12103586666666667
0.015098600000000002,0.11652760000000001,0.0425543,0.11937546666666668
0.017371099999999997,0.10397733333333335,0.04736986666666667,0.10844306666666668
0.0261649,0.1086324,0.06357483333333334,0.12955973333333332
0.023845600000000005,0.09433093333333334,0.05353533333333334,0.12630573333333334
0.013768600000000002,0.0963872,0.0672559,0.12512826666666665
0.007994200000000002,0.10854760000000001,0.06634330000000001,0.11847466666666667
0.01410656666666667,0.11136133333333334,0.05255750000000001,0.12935693333333334
0.022435499999999997,0.10979306666666667,0.04962333333333333,0.10779386666666667
0.036359999999999996,0.12658146666666667,0.0511884,0.10792746666666668
0.029544,0.12006479999999999,0.05381130000000001,0.11897306666666668
0.037279033333333336,0.09897786666666666,0.0492206,0.12775906666666667
0.03650773333333334,0.09193200000000001,0.05452850000000001,0.12330293333333335
0.03127473333333334,0.08247533333333334,0.05201103333333334,0.11834466666666668
0.03541723333333333,0.0916624,0.056607500000000005,0.11381480000000001
0.033737800000000005,0.11785066666666669,0.04500180000000001,0.11082386666666667
0.025007600000000005,0.1036176,0.021418300000000005,0.10566320000000001
0.027734833333333334,0.1155932,0.00477426666666667,0.10584600000000001
0.024424300000000003,0.11092493333333334,0.004095066666666668,0.0987644
0.021273000000000004,0.10733813333333334,0.006340500000000001,0.08475813333333333
0.0198662,0.11170306666666667,0.013608599999999998,0.10059320000000002
0.0188287,0.10395933333333333,0.0172701,0.09836173333333335
0.013142500000000001,0.10661906666666666,0.020903799999999997,0.1042672
0.023576700000000006,0.1257812,0.0210525,0.11618973333333335
0.0178286,0.12047093333333334,0.015895100000000002,0.11757186666666668
0.0265438,0.11403746666666668,0.023673,0.12090200000000001
0.02130890000000001,0.1147868,0.019742000000000003,0.11433893333333332
0.01926213333333333,0.13160213333333334,0.022623833333333336,0.10683986666666667
0.028013100000000003,0.1218012,0.024575933333333338,0.09970413333333335
0.0229979,0.1270010666666667,0.0403051,0.11025426666666667
0.04559750000000001,0.11535826666666668,0.04070686666666667,0.11030920000000001
