0,1,2,3
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
0.3084,0.3284,0.3084,0.3284
