Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
12,50.0,Discrete,Discrete
8,33.33,Discrete,Discrete
16,50.0,Discrete,Discrete
12,50.0,Discrete,Discrete
17,50.0,Discrete,Discrete
1,50.0,Discrete,Discrete
8,33.33,Discrete,Discrete
12,50.0,Discrete,Discrete
17,25.0,Discrete,Discrete
6,50.0,Discrete,Discrete
15,50.0,Discrete,Discrete
12,25.0,Discrete,Discrete
8,33.33,Discrete,Discrete
14,33.33,Discrete,Discrete
