Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2,"[0.38886999999999999, 0.9936299999999999]",0,g,0.6933,0.9341,117.483,0.5578
24,"[0.93123999999999996, 1.0]",0,b,0.6032,0.6909,99.5231,0.4161
