Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2,"[0.42328000000000005, 0.97487000000000013]",0,g,0.6489,0.9481,114.2712,0.5388
24,"[0.93123999999999996, 1.0]",0,b,0.6032,0.6909,99.5231,0.4161
