0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.1858,0.417,0.2235,0.4702,0.1943,0.4456,0.2469,0.4742,0.3001,0.4865,0.1207,0.3956,0.204,0.3506,0.296,0.4865,0.1695,0.4702,0.2715,0.4742,0.2358,0.4661,0.1449,0.3506,0.2726,0.4538,0.1937,0.4702,0.2253,0.462,0.2808,0.4865,0.1815,0.4702,0.2875,0.4906,0.1654,0.2791,0.1744,0.4742,0.2221,0.4661,0.1958,0.4824,0.2604,0.4702,0.2183,0.3793,0.2054,0.4374,0.2367,0.4742,0.2154,0.4865,0.1999,0.4702,0.2449,0.412,0.249,0.4292
0.1858,0.417,0.2235,0.4702,0.1943,0.4456,0.2469,0.4742,0.3001,0.4865,0.1207,0.3956,0.204,0.4292,0.296,0.4865,0.1695,0.4702,0.2715,0.4742,0.2358,0.4661,0.1449,0.3506,0.2726,0.4538,0.1937,0.4702,0.2253,0.462,0.2808,0.4865,0.1815,0.4702,0.2875,0.4906,0.1654,0.4906,0.1744,0.4742,0.2221,0.4661,0.2089,0.4824,0.2604,0.4702,0.2183,0.3793,0.2054,0.4374,0.2367,0.4742,0.2154,0.4865,0.1999,0.4702,0.2449,0.412,0.249,0.4292
0.1858,0.4333,0.2685,0.4742,0.1943,0.4456,0.2469,0.4742,0.3001,0.4865,0.1207,0.3956,0.204,0.4292,0.296,0.4865,0.1695,0.4824,0.2715,0.4742,0.2358,0.4661,0.1622,0.4292,0.2726,0.4538,0.199,0.4702,0.2253,0.462,0.2808,0.4865,0.1815,0.4702,0.2875,0.4906,0.1654,0.4906,0.1744,0.4742,0.2221,0.4661,0.2104,0.4824,0.2604,0.4702,0.2183,0.3793,0.2054,0.4456,0.2367,0.4742,0.2931,0.4865,0.1999,0.4702,0.2449,0.412,0.249,0.4292
0.1858,0.4661,0.2685,0.4742,0.1943,0.4865,0.2469,0.4742,0.3001,0.4865,0.14,0.3956,0.204,0.4292,0.296,0.4865,0.1695,0.4824,0.2715,0.4742,0.2358,0.4661,0.1622,0.4292,0.2726,0.4742,0.199,0.4702,0.2837,0.462,0.2808,0.4865,0.2183,0.4702,0.2875,0.4906,0.1654,0.4906,0.1744,0.4742,0.2221,0.4661,0.2294,0.4824,0.2604,0.4702,0.2183,0.4661,0.2054,0.4456,0.2367,0.4742,0.2931,0.4865,0.1999,0.4702,0.2449,0.4824,0.249,0.4292
0.1858,0.4661,0.2685,0.4906,0.1943,0.4865,0.2469,0.4742,0.3001,0.4865,0.2306,0.4661,0.204,0.4292,0.296,0.4865,0.2063,0.4824,0.2715,0.4742,0.2589,0.4783,0.1622,0.4292,0.2726,0.4742,0.199,0.4742,0.2837,0.4702,0.2808,0.4865,0.2183,0.4702,0.2875,0.4947,0.1908,0.4906,0.1744,0.4742,0.2221,0.4661,0.2294,0.4824,0.2604,0.4702,0.2183,0.4661,0.3407,0.4456,0.2367,0.4742,0.2931,0.4865,0.2142,0.4702,0.2449,0.4824,0.249,0.4292
0.2142,0.4824,0.2685,0.4906,0.2075,0.4865,0.2469,0.4742,0.3001,0.4865,0.2306,0.4661,0.204,0.4374,0.296,0.4865,0.2063,0.4824,0.2715,0.4742,0.2589,0.4783,0.1876,0.4292,0.2726,0.4742,0.2051,0.4742,0.2837,0.4702,0.2808,0.4865,0.2183,0.4742,0.2875,0.4947,0.1981,0.4906,0.185,0.4742,0.2221,0.4865,0.2294,0.4824,0.2972,0.4702,0.3121,0.4661,0.3407,0.4456,0.2367,0.4865,0.2931,0.4865,0.2142,0.4702,0.2449,0.4824,0.249,0.4292
0.2142,0.4824,0.2685,0.4906,0.2075,0.4865,0.2469,0.4742,0.3001,0.4865,0.2306,0.4661,0.2235,0.4374,0.296,0.4865,0.2063,0.4824,0.2715,0.4742,0.2589,0.4783,0.1876,0.4292,0.296,0.4742,0.2051,0.4865,0.2837,0.4865,0.2808,0.4865,0.2183,0.4824,0.2875,0.4947,0.1981,0.4906,0.2671,0.4742,0.2221,0.4865,0.2294,0.4824,0.2972,0.4702,0.3121,0.4661,0.3407,0.462,0.3039,0.4865,0.2931,0.4865,0.2142,0.4702,0.2449,0.4824,0.2715,0.4292
0.2142,0.4824,0.3001,0.4906,0.2075,0.4865,0.2469,0.4742,0.3001,0.4865,0.2306,0.4661,0.2235,0.4742,0.296,0.4906,0.2063,0.4824,0.2715,0.4742,0.2589,0.4865,0.1876,0.4374,0.2972,0.4742,0.2051,0.4865,0.2837,0.4865,0.2808,0.4865,0.2183,0.4824,0.2875,0.4947,0.2849,0.4906,0.2671,0.4742,0.2604,0.4865,0.2335,0.4824,0.2972,0.4702,0.3121,0.4661,0.3407,0.462,0.3039,0.4865,0.2931,0.4865,0.2142,0.4702,0.2449,0.4824,0.2715,0.4333
0.2428,0.4824,0.3001,0.4906,0.2075,0.4865,0.2469,0.4742,0.3001,0.4865,0.2306,0.4661,0.2244,0.4742,0.296,0.4906,0.2063,0.4824,0.2986,0.4742,0.2589,0.4865,0.1908,0.4374,0.2972,0.4742,0.2121,0.4865,0.2837,0.4865,0.2808,0.4865,0.2753,0.4824,0.2875,0.4947,0.2849,0.4906,0.2671,0.4742,0.2712,0.4865,0.2335,0.4824,0.2972,0.4702,0.3121,0.4661,0.3407,0.462,0.3039,0.4865,0.2931,0.4865,0.2142,0.4702,0.2449,0.4824,0.2715,0.4374
0.2428,0.4824,0.3001,0.4906,0.2075,0.4865,0.2469,0.4742,0.3001,0.4865,0.2367,0.4661,0.2244,0.4742,0.296,0.4906,0.2063,0.4824,0.2986,0.4865,0.2671,0.4865,0.1908,0.4374,0.2972,0.4742,0.2189,0.4865,0.2837,0.4865,0.3094,0.4865,0.2753,0.4824,0.2875,0.4947,0.2849,0.4906,0.2671,0.4742,0.2712,0.4906,0.2335,0.4865,0.2972,0.4702,0.3121,0.4742,0.3407,0.4865,0.3039,0.4865,0.2931,0.4865,0.2142,0.4702,0.2449,0.4824,0.2715,0.4374
