Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
4,32.99,0.97,0.215430005245
0,33.33,0.84,0.147936199247
4,40.21,0.97,0.215430005245
1,0.0,0.52,0.0883634911938
2,0.0,0.5,0.0272366149073
3,1.14,0.88,0.122193490474
0,4.76,0.84,0.147936199247
1,0.0,0.52,0.0883634911938
5,28.28,0.99,0.209098660161
2,0.0,0.5,0.0272366149073
3,26.14,0.88,0.122193490474
1,0.0,0.52,0.0883634911938
4,5.15,0.97,0.215430005245
0,35.71,0.84,0.147936199247
1,0.0,0.52,0.0883634911938
