Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
12,33.33,Discrete,Discrete
16,37.93,2.8999999999999999,0.5750914270911344
17,17.0,100.0,23.230890282516803
1,50.0,Discrete,Discrete
4,50.0,Discrete,Discrete
