rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate
10,158.55173563957214,2.0,0.6225900979195932,adaptive,60,40,60,40
