rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate
10,180.7468605041504,2.2,0.6003954779294838,adaptive,60,40,60,40
