Rule_Obj,Rule_Score
"[['age', 'ph-ecog'], [[56, 82], ['0.0', '1.0']]]",0.6302830169014565
"[['age', 'sex'], [[54, 82], ['1']]]",0.6262784983264954
"[['ph-karno'], [[60.0, 80.0]]]",0.619968295296113
"[['ph-ecog', 'age', 'pat-karno'], [['2.0', '1.0', '0.0'], [55, 71], [60.0, 100.0]]]",0.6139762581901756
"[['pat-karno', 'age'], [[60.0, 100.0], [55, 71]]]",0.6109882562274066
"[['age'], [[43, 65]]]",0.6023711770589213
"[['ph-ecog', 'sex', 'age'], [['2.0', '1.0', '3.0'], ['1', '2'], [59, 82]]]",0.5779785063151841
"[['ph-ecog', 'sex'], [['1.0', '3.0', '2.0'], ['1']]]",0.5710893874612681
"[['meal-cal', 'ph-karno'], [[575.0, 1175.0], [80.0, 100.0]]]",0.5670631213839719
"[['pat-karno', 'ph-ecog'], [[30.0, 90.0], ['1.0', '3.0', '2.0']]]",0.5629659926546491
