Rule_Obj,Rule_Score
"[['sex', 'ph-ecog'], [['1'], ['2.0', '3.0', '1.0']]]",0.9191819836782164
"[['sex'], [['2']]]",0.8961060135679206
"[['age'], [[65, 82]]]",0.8911439215869417
"[['age', 'sex'], [[65, 77], ['1', '2']]]",0.8854680949035794
"[['ph-ecog', 'age'], [['2.0', '1.0', '0.0', '3.0'], [65, 77]]]",0.8854680949035794
"[['sex', 'age', 'ph-ecog'], [['1'], [64, 80], ['2.0', '0.0', '3.0', '1.0']]]",0.8766769755269264
"[['ph-ecog'], [['2.0', '3.0']]]",0.8660310755912856
"[['ph-karno'], [[90.0, 100.0]]]",0.8623957676744537
"[['pat-karno'], [[60.0, 60.0]]]",0.8190111704988339
"[['ph-ecog', 'ph-karno'], [['1.0', '0.0', '2.0'], [70.0, 80.0]]]",0.8096002071615548
