Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10,['S'],0,WOOD, , , , 
0,"['A', 'M']",0,WOOD, , , , 
8,['WOOD'],0,WOOD,1.0,1.0,60.5072,0.5126
7,['THROUGH'],0,SUSPEN, , , , 
1,"['26', '25', '48', '6', '28', '3', '1', '30', '27']",0,SUSPEN,1.0,0.4074,30.0872,0.3094
5,"['2', '?']",0,SIMPLE-T, , , , 
3,"['HIGHWAY', 'RR']",0,SIMPLE-T, , , , 
6,['G'],0,SIMPLE-T,0.8864,0.7222,43.1985,0.6258
8,['STEEL'],0,ARCH, , , , 
9,"['LONG', 'MEDIUM']",0,ARCH, , , , 
1,"['42', '24', '32', '1', '29', '3', '40', '44', '30', '38', '52', '7']",0,ARCH,1.0,0.7647,47.5859,0.4119
4,"['MEDIUM', 'LONG']",0,CANTILEV, , , , 
2,"['MODERN', 'MATURE']",0,CANTILEV, , , , 
1,"['5', '34', '48', '1', '20', '49', '2', '19', '46', '43']",0,CANTILEV,1.0,0.9167,47.9277,0.3681
9,['?'],0,NIL, , , , 
1,['39'],0,NIL, , , , 
6,['G'],0,NIL, , , , 
5,['?'],0,NIL,1.0,1.0,9.3269,0.0374
8,['STEEL'],0,CONT-T, , , , 
9,"['LONG', 'MEDIUM']",0,CONT-T, , , , 
1,"['37', '39.5', '22', '33', '47', '11', '38.5', '14', '9']",0,CONT-T,1.0,0.7143,40.4876,0.3275
