Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8,['WOOD'],0,WOOD, , , , 
10,['S'],0,WOOD,1.0,1.0,60.5072,0.5126
7,['THROUGH'],0,SUSPEN, , , , 
1,"['26', '6', '25', '28', '30', '27', '1', '48', '3']",0,SUSPEN,1.0,0.4074,30.0872,0.3094
5,"['2', '?']",0,SIMPLE-T, , , , 
6,['G'],0,SIMPLE-T, , , , 
3,"['HIGHWAY', 'RR']",0,SIMPLE-T,0.8864,0.7222,43.1985,0.6258
3,['HIGHWAY'],0,ARCH, , , , 
8,['STEEL'],0,ARCH, , , , 
10,"['S', 'F']",0,ARCH, , , , 
9,"['LONG', 'MEDIUM']",0,ARCH,1.0,0.3421,26.6722,0.3147
2,"['MATURE', 'MODERN']",0,CANTILEV, , , , 
1,"['49', '46', '43', '2', '19', '20', '34', '48', '5', '1']",0,CANTILEV, , , , 
4,"['MEDIUM', 'LONG']",0,CANTILEV,1.0,0.9167,47.9277,0.3681
6,['G'],0,NIL, , , , 
1,['39'],0,NIL, , , , 
2,['MATURE'],0,NIL, , , , 
7,['?'],0,NIL, , , , 
5,['?'],0,NIL,1.0,1.0,9.3269,0.0374
8,['STEEL'],0,CONT-T, , , , 
5,"['4', '2']",0,CONT-T, , , , 
1,"['22', '9', '39.5', '37', '14', '47', '38.5', '33', '11']",0,CONT-T,1.0,0.7143,40.4876,0.3275
