0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
0.1757868,0.0319772,0.121443,0.0562478,0.0594078,0.0341508,0.0747348,0.1790803,0.0308387,0.1019932,0.05318,0.0592578,0.034448,0.0666303,0.1816018,0.0236034,0.103179,0.0569221,0.0634588,0.034602,0.072326,0.1837718,0.025791,0.1093259,0.0546472,0.0600814,0.0339986,0.0715914,0.185451,0.0316045,0.1064873,0.065843,0.0579936,0.0339182,0.0710326,0.1899158,0.0279078,0.1078973,0.0595836,0.05975,0.0345012,0.0735698,0.1844258,0.028326,0.126103,0.0571456,0.05632,0.0341252,0.0725684,0.180671533333,0.0285515,0.1132186,0.0631884,0.0627097,0.0344134,0.070095,0.179687,0.0245644,0.1116937,0.0598872,0.0607102,0.0343674,0.067469,0.1966009,0.0307246,0.1128658,0.0572352,0.056629,0.0342046,0.0691794,0.1973364,0.0253329,0.1086923,0.0573367,0.0633184,0.0346034,0.0725774,0.191608,0.0296832,0.1095844,0.058004,0.058551,0.0341856,0.0715239,0.1751052,0.027193,0.1041208,0.0526042,0.0639759,0.0339618,0.0709538,0.1789683,0.0327982,0.1067526,0.0591638,0.0624224,0.0339254,0.072915,0.1851225,0.0323956,0.1051114,0.0507397,0.0580646,0.0340854,0.0704834,0.1823243,0.0287484,0.1139414,0.0570742,0.0602102,0.034375,0.0731172,0.183843,0.0302668,0.098396,0.0581434,0.0609046,0.0348314,0.0699944,0.1991094,0.0269798,0.1093616,0.0612797,0.0642814,0.0347112,0.0663868,0.1884392,0.0288123,0.1038829,0.0488098,0.0594556,0.0344922,0.0712518,0.1805578,0.0317043,0.0985374,0.0646508,0.0623926,0.0341056,0.0690418,0.1767456,0.029471,0.1142447,0.0551033,0.064403,0.034276,0.070358,0.1762744,0.0336266,0.1031922,0.0595326,0.0639257,0.0341786,0.0718,0.1640308,0.0304962,0.105102066667,0.0620774,0.0626127,0.0337558,0.0775548,0.1802378,0.0290286,0.0950175,0.0636124,0.062003,0.0339844,0.0673706,0.1765348,0.0327193,0.1131114,0.060297,0.061226,0.0345342,0.0644626,0.1755218,0.0247928,0.1261813,0.0634346,0.0618048,0.0338788,0.065948,0.1802597,0.0368764,0.1150546,0.049757,0.0584384,0.0340286,0.072604,0.1863226,0.0307326,0.0993636,0.0655307,0.0606619,0.0345584,0.0630314,0.1979491,0.0308987,0.121173,0.0526592,0.0625176,0.0340592,0.0767335333333,0.1741562,0.0318168,0.1108384,0.0589836,0.0595844,0.0342596,0.0708228
0.2244826,0.0255036,0.1290116,0.0690025,0.0713398,0.03507,0.0812626,0.2169779,0.0241558,0.1175532,0.0675394,0.0615214,0.0352314,0.0821377,0.2205426,0.0223119,0.1162177,0.0647191,0.0713925,0.0352228,0.0840745,0.2255203,0.0229326,0.1243123,0.0643636,0.0714478,0.0346982,0.0868764,0.2116746,0.0251562,0.1187601,0.0760367,0.0686882,0.0350056,0.0784848666667,0.219083,0.027294,0.1259177,0.0711666,0.0727418,0.0351586,0.0866694,0.2247289,0.023381,0.1453095,0.0652938,0.0651997,0.0353738,0.082184,0.212705533333,0.0250687,0.115317,0.0720462,0.0720849,0.0350472,0.0795928,0.2168103,0.0264968,0.120475,0.0701440666667,0.0635366,0.0354336,0.0759206,0.2293226,0.0211159,0.1264556,0.0613148,0.070659,0.0351352,0.081477,0.2299961,0.0239341,0.1277132,0.0666431,0.0732822,0.0355174,0.0796601,0.2290483,0.0276525,0.122953666667,0.0637222,0.068213,0.0351892,0.0799101,0.2162948,0.026106,0.117192366667,0.0605489,0.0726411,0.0346492,0.0836674,0.2173485,0.027567,0.1306106,0.0638652,0.0702594,0.0351822,0.0797316,0.2073038,0.0304329,0.1199136,0.0645934,0.066984,0.0348368,0.078622,0.2192366,0.0268393,0.137836,0.0568069,0.0702115,0.0354308,0.0803314,0.2156079,0.0290754,0.112822,0.0703022,0.0695577,0.0354996,0.078521,0.2376818,0.0235662,0.1233655,0.0744331,0.0750384,0.0348906,0.0764538,0.2238536,0.0281684,0.1237859,0.0547919,0.0687572,0.0349938,0.079601,0.2123545,0.0221212,0.108903666667,0.077013,0.0671619,0.0351072,0.0760368,0.210042,0.02735,0.121057,0.0615676,0.0745746,0.0350634,0.0778374,0.2061357,0.0246978,0.1167448,0.0672018,0.0776935,0.0350924,0.0825124,0.2044836,0.0245237,0.1082908,0.0731649,0.0697206,0.0348266,0.0935832,0.223627,0.0261516,0.1064921,0.0726304,0.0695267,0.035214,0.0832272,0.2271591,0.0309987,0.1206928,0.0688079,0.068986,0.0352442,0.0767374,0.212489133333,0.0209496,0.141332833333,0.0673741,0.0693968,0.0348348,0.0781829,0.2240842,0.0285761,0.1256182,0.0619226,0.0701369,0.0351042,0.0819026,0.2217214,0.0251073,0.1109108,0.0771245,0.0709546,0.0350296,0.065226,0.2373656,0.0233911,0.1493398,0.0599976,0.0728532,0.034882,0.0864281,0.2070793,0.0251897,0.114824,0.0711389,0.0632475,0.035255,0.0761947
0.2583795,0.0228717,0.137120666667,0.0801656,0.0811092,0.035678,0.0979779,0.2463778,0.0195553,0.1423251,0.0747209,0.0762644,0.0357222,0.0934788,0.2554114,0.0154807,0.121021,0.0817508,0.0838814,0.035985,0.0886123,0.2592065,0.0199218,0.132788866667,0.0774643,0.0872678666667,0.0354716,0.0883021,0.2473975,0.0259278,0.128430133333,0.0870236,0.078447,0.0357012,0.0896985,0.263171466667,0.0284607,0.1344628,0.0778841,0.0792015,0.0356888,0.0970301,0.2605528,0.0159363,0.1459213,0.0789353,0.073276,0.0356698,0.0903675,0.238458533333,0.0181817333333,0.1390995,0.0846965,0.083364,0.0354328,0.0921677,0.2533967,0.0262185,0.142845666667,0.0821709666667,0.0765536,0.0359034,0.0844491,0.2609866,0.0213475,0.1356186,0.0689997,0.0802531,0.0357732,0.0883361,0.2689074,0.022529,0.135182,0.0744693,0.0881954,0.035788,0.095406,0.2640692,0.0296952,0.127016166667,0.0734292,0.079093,0.0358086,0.0889346,0.254503866667,0.0235763,0.1360326,0.0742368,0.078555,0.0354612,0.0916706,0.2405407,0.023173,0.1390509,0.0720203,0.0779254,0.035368,0.0876717,0.243939933333,0.0228598333333,0.1366103,0.0769432,0.0794922,0.0353198,0.0845106,0.2553726,0.0179728,0.1567783,0.0645339,0.0833104,0.0359896,0.0974082,0.2579713,0.02237,0.1186663,0.0827757,0.0835205,0.035819,0.0805302,0.286116,0.0168693,0.133644666667,0.0849019,0.0858484,0.0357806,0.0844151,0.254757,0.0239197,0.1317022,0.0716766,0.0767194,0.035294,0.0899676,0.2434346,0.0190415,0.110717066667,0.094007,0.0794069,0.0354632,0.0893996,0.2469328,0.018857,0.1160988,0.0734314,0.0845237,0.035941,0.0889742,0.2358806,0.0167931,0.1325333,0.0804044,0.0869584,0.0356878,0.0912866,0.2445624,0.0194443,0.127051,0.0859905,0.0755101,0.0356644,0.1067057,0.2584788,0.0293836,0.126784866667,0.0896797,0.0833045,0.035551,0.0980675,0.2672998,0.0260491,0.1254348,0.0763178,0.0769345,0.0356526,0.084007,0.2598379,0.0148209333333,0.1445276,0.0738844,0.0728572,0.0352112,0.0911012,0.2640863,0.0293255666667,0.1358288,0.0742544,0.0839224,0.0357216,0.0899936,0.2565721,0.0226782,0.1202176,0.0898813,0.081315,0.0353708,0.076079,0.267326,0.0255121,0.1453773,0.0685885,0.077319,0.0355018,0.1012153,0.2437833,0.0228453333333,0.1310457,0.0881445,0.0751646,0.0355756,0.0887836
0.292470333333,0.0139745,0.1351008,0.0959389,0.0965651,0.0361076,0.1031595,0.2905842,0.0219363,0.1312066,0.084647,0.0916688,0.0359688,0.100567,0.2800995,0.0097521,0.131337933333,0.0963962,0.0984496,0.0359358,0.090998,0.2978405,0.020925,0.144072233333,0.0989398,0.0961410666667,0.0355044,0.0901857,0.2811708,0.0243083333333,0.1248779,0.0961007,0.089536,0.0357834,0.0994883,0.292311666667,0.0258377,0.1409698,0.0935767,0.0869633,0.0360864,0.1085151,0.2921899,0.0106512,0.150727433333,0.0947938,0.088798,0.0356038,0.1064082,0.279666033333,0.0149715333333,0.144131,0.0954071,0.0931746,0.0361292,0.0972677,0.2911698,0.0243545,0.151822966667,0.0965731,0.0905432,0.0361072,0.0994518,0.309572,0.0195107,0.1343263,0.0885822,0.0894912,0.0359382,0.0953721,0.294556233333,0.0177925,0.142460833333,0.0842955,0.0967012,0.0361718,0.1020524,0.2966847,0.0237976,0.123640866667,0.093088,0.0916303,0.0357484,0.0918757,0.291748433333,0.0213593666667,0.1349046,0.0894714,0.0878078,0.0359036,0.1021226,0.278887533333,0.0261758,0.146082566667,0.0832781,0.090302,0.0358494,0.0897743,0.287292033333,0.0196285,0.1446481,0.0924752,0.09169,0.0355,0.0988039,0.2964111,0.0182304,0.148835733333,0.086794,0.0920044,0.036049,0.1070778,0.2922833,0.0203487,0.133556466667,0.0968998,0.0917941,0.0363204,0.1030932,0.3150347,0.0165517,0.149865166667,0.0884375333333,0.0925522,0.0359988,0.0975293,0.2887924,0.0167083333333,0.151773133333,0.0841506,0.0890378,0.0355464,0.1084554,0.276864466667,0.0141067,0.1232297,0.1110802,0.0913019,0.035964,0.1034892,0.2892626,0.0180666,0.130800366667,0.0891927,0.0907464,0.0359168,0.1014205,0.2799844,0.0183611,0.1289694,0.0998022,0.0964606,0.0361466,0.1033787,0.282621433333,0.0201374,0.1445389,0.1069854,0.0913819,0.0358256,0.1172211,0.2912888,0.023751,0.1386317,0.1063924,0.0955937,0.0358662,0.1143645,0.3130408,0.0260962,0.1242582,0.0903081,0.0913165,0.03573,0.1015621,0.2911351,0.0155577,0.1403832,0.0920455,0.0844681,0.036013,0.1014896,0.2882644,0.02819,0.148700166667,0.0932257,0.0895105,0.036041,0.1030051,0.2943178,0.0168939,0.138556366667,0.1017351,0.0915589,0.0360974,0.0875032,0.3050245,0.0283422333333,0.1643956,0.0799832,0.0943578,0.0357008,0.1078638,0.2871529,0.0218169,0.1390781,0.0992995,0.0914433,0.035793,0.1060894
0.3336117,0.0244189,0.149915566667,0.107044,0.1081186,0.0360858,0.1085397,0.3304678,0.0138265,0.134962966667,0.0984953,0.1054878,0.0360396,0.1040431,0.3102336,0.0149706333333,0.144715466667,0.119781,0.1115441,0.0361696,0.1056585,0.334272533333,0.0182822,0.156451666667,0.1166599,0.1071242,0.0357946,0.1054529,0.323245466667,0.0199665333333,0.134451233333,0.1086808,0.1000796,0.0357198,0.1135761,0.310431366667,0.0237021,0.150577933333,0.1118238,0.1034321,0.0363344,0.1170283,0.3173369,0.0149022333333,0.156556233333,0.1114878,0.1041454,0.035836,0.1142518,0.3249469,0.0105552333333,0.1344866,0.1075085,0.10637,0.0360114,0.1062941,0.3241642,0.0274531666667,0.1759818,0.1181776,0.098375,0.0362644,0.1077418,0.3381998,0.0217101,0.149278866667,0.1100242,0.0994832,0.03596,0.112057,0.3273688,0.0251127,0.149452133333,0.104242766667,0.113817,0.035875,0.112689,0.3296778,0.0205789,0.1441375,0.112537233333,0.1075263,0.0359954,0.1031753,0.3271836,0.0172098666667,0.1494037,0.100867933333,0.1019117,0.0360734,0.1124269,0.3221699,0.0215243,0.165269033333,0.0948802,0.1015407,0.0361814,0.0994893,0.318714933333,0.0218168,0.1508188,0.103054533333,0.1013658,0.0358444,0.1105924,0.3300237,0.0157129,0.1595764,0.1034421,0.1064672,0.0360634,0.1181202,0.333067,0.0206876,0.154180666667,0.1172856,0.1039911,0.0363182,0.1146105,0.3460126,0.0188533,0.1600361,0.1069678,0.1004514,0.0360138,0.1038982,0.3289304,0.0146966,0.1703026,0.0967995,0.1066243,0.0360474,0.1160819,0.310953366667,0.0121961,0.132180166667,0.1243128,0.1011135,0.0359938,0.1200635,0.3140481,0.0168516,0.1544875,0.101864,0.1049879,0.0360764,0.1088807,0.310475,0.0205902666667,0.1422698,0.1193865,0.1053914,0.0360168,0.114767366667,0.312447333333,0.0196692,0.153734133333,0.123431,0.1048307,0.036179,0.1257471,0.325751,0.0208383,0.165380033333,0.1262092,0.1119158,0.035813,0.1245191,0.3373442,0.0175786,0.1309918,0.1090088,0.0990554,0.0357252,0.1106103,0.3161861,0.0106470333333,0.1349494,0.1152884,0.0940784,0.0360004,0.1088229,0.326036,0.0373941,0.160260033333,0.107376,0.1039292,0.0361628,0.1134857,0.322946666667,0.0170997,0.145838033333,0.1191264,0.1077315,0.0360444,0.1001883,0.3330765,0.0264767333333,0.1703838,0.095842,0.1061452,0.0358372,0.1192328,0.3159402,0.0266939,0.1458325,0.1117252,0.1059487,0.0358166,0.1131488
0.3769944,0.0236533,0.143902933333,0.1394981,0.1226656,0.0360858,0.1146799,0.3585961,0.0169956333333,0.1633738,0.1154488,0.1182952,0.0358912,0.106647,0.3393586,0.0152799,0.1584463,0.134038766667,0.1269854,0.0361534,0.1138743,0.362115833333,0.0193543,0.160203,0.1354424,0.1121622,0.0359706,0.1231361,0.358470166667,0.0196594,0.151332483333,0.1327475,0.1103402,0.0361254,0.1247982,0.340303666667,0.0269705,0.164505766667,0.1256489,0.112615,0.0363474,0.1254135,0.3466477,0.0185858,0.162591733333,0.1303353,0.1171256,0.0360808,0.1237052,0.3590815,0.0148279333333,0.152826066667,0.1210804,0.1183202,0.035834,0.1158601,0.3598793,0.0239202333333,0.182095666667,0.1340554,0.1169263,0.0362102,0.121417,0.3545719,0.0224959333333,0.1778368,0.1294868,0.1119348,0.036376,0.1173297,0.3634412,0.0231859,0.1661377,0.124485866667,0.1249988,0.0360456,0.1212967,0.3577469,0.0208556,0.1470545,0.129158733333,0.1176201,0.036141,0.1224414,0.351869033333,0.0163456666667,0.163839033333,0.1152387,0.1164575,0.0359918,0.1201438,0.351505333333,0.0202634333333,0.172799,0.1122612,0.1113519,0.0360304,0.1153935,0.354505933333,0.0206259666667,0.173535733333,0.123648833333,0.1110892,0.0360222,0.1173076,0.3531595,0.0221886,0.165589433333,0.1228824,0.1178165,0.0359358,0.1262349,0.3639509,0.016649,0.163723283333,0.1312966,0.1175508,0.036455,0.1272808,0.3774336,0.0174421,0.1668855,0.1227233,0.1196722,0.0364318,0.112179,0.3530692,0.0228568,0.194905233333,0.115526933333,0.1146325,0.0362384,0.1213594,0.342554266667,0.0181744666667,0.139764766667,0.1413162,0.117291733333,0.0362196,0.1309027,0.3438522,0.0157634666667,0.170944633333,0.120413,0.1211388,0.0363886,0.122474266667,0.3386009,0.0288396666667,0.139330166667,0.1351838,0.1196862,0.0362336,0.132285866667,0.3449237,0.0199634,0.1670453,0.1415168,0.118260766667,0.036288,0.1281573,0.3584239,0.022466,0.1783455,0.1383694,0.1239768,0.0363412,0.1336548,0.3635727,0.0233163,0.147499833333,0.1336802,0.1167006,0.036168,0.1243418,0.3589575,0.0116522,0.147552366667,0.133344,0.1068306,0.0363708,0.122656,0.3647932,0.0382067,0.169372033333,0.1226371,0.1111837,0.0361506,0.1215731,0.3429406,0.0136911333333,0.153515133333,0.1351618,0.1231824,0.0362418,0.1157747,0.3535228,0.0284671666667,0.189377166667,0.1110738,0.1174408,0.0361476,0.1197551,0.3537124,0.0255306,0.144276233333,0.1255613,0.1146215,0.0362224,0.1154462
0.3986055,0.0301164333333,0.156008716667,0.1570474,0.1316055,0.0362884,0.1302585,0.3881281,0.0262948,0.174095533333,0.1340518,0.1326152,0.0360958,0.1214394,0.365363633333,0.0182904,0.1468454,0.1530708,0.1370198,0.0365386,0.1170183,0.3886588,0.0242983,0.1636336,0.1485705,0.1211078,0.0361736,0.136953,0.3786865,0.0209515,0.160238166667,0.1429313,0.121418,0.0361926,0.1306395,0.3737164,0.0258425,0.172524533333,0.1427143,0.1223132,0.0364368,0.1283719,0.378140066667,0.0257872,0.1850837,0.1454974,0.1315024,0.0361962,0.1245563,0.392140866667,0.00842753333333,0.174582633333,0.1355259,0.1248236,0.035875,0.1194514,0.3899074,0.0228611666667,0.1769272,0.1543795,0.1282866,0.0365052,0.1295938,0.3679743,0.0215879333333,0.1759636,0.143918666667,0.1295678,0.0363692,0.126217,0.386458,0.0258097,0.182473433333,0.143657466667,0.1343261,0.0361318,0.128246,0.396687533333,0.0297033,0.159347633333,0.146223433333,0.1271769,0.0364076,0.1296966,0.385772533333,0.0241654333333,0.180057666667,0.136144,0.1284684,0.0360218,0.1214017,0.369671,0.0256722333333,0.1940792,0.1323306,0.1235629,0.0360164,0.1219092,0.382014933333,0.0180343,0.1842818,0.1372928,0.1214307,0.0358242,0.1277714,0.3828572,0.0246942333333,0.180470833333,0.1399329,0.1289847,0.0360114,0.1302562,0.399026066667,0.0220839666667,0.160470833333,0.151837666667,0.1320097,0.0360836,0.1333163,0.4067853,0.0193188,0.177723333333,0.1380067,0.1273099,0.0364368,0.1270728,0.3874728,0.0331381,0.200277666667,0.1322574,0.1298115,0.0362054,0.1305204,0.365640333333,0.0211849666667,0.168806366667,0.1634373,0.1321523,0.0357736,0.1317118,0.3735552,0.0181226666667,0.1868332,0.1434707,0.126754,0.0365648,0.133149466667,0.3727149,0.0341796666667,0.168769033333,0.1515475,0.1276268,0.0362354,0.130996666667,0.3695001,0.021347,0.188415466667,0.161004,0.127698866667,0.0362586,0.1367101,0.385365966667,0.0230115,0.186225266667,0.1488351,0.1367932,0.036,0.1402778,0.3874585,0.0296281333333,0.155309033333,0.1470119,0.1246562,0.0362578,0.1318421,0.3871272,0.0152034,0.1580599,0.148130766667,0.1172625,0.0361518,0.122599,0.3900946,0.0348989,0.178531466667,0.1334491,0.1251497,0.0363928,0.1338782,0.364307433333,0.0273138666667,0.1863147,0.151509,0.1371688,0.0364532,0.1164607,0.3913898,0.0218357333333,0.1939783,0.1281907,0.1301102,0.036246,0.1395106,0.3788107,0.0271814333333,0.159565133333,0.1445813,0.1282628,0.036165,0.1243824
0.4265023,0.0325300666667,0.162157966667,0.1686757,0.1421557,0.0359758,0.1429447,0.4142039,0.0323521666667,0.187068066667,0.1521279,0.1483756,0.035878,0.1259122,0.3905752,0.0187738,0.152459566667,0.1625283,0.1516896,0.0365414,0.1307833,0.4073241,0.0223527666667,0.1732308,0.1584637,0.1377116,0.0363406,0.1304923,0.398473833333,0.0207605,0.1723103,0.1624432,0.1354072,0.0361446,0.1439519,0.404145466667,0.021474,0.200441666667,0.1570286,0.1334902,0.03632,0.1400418,0.401442066667,0.0244382333333,0.192993033333,0.1592459,0.1436607,0.0361914,0.1309292,0.420115533333,0.0173018333333,0.205396233333,0.1517863,0.1396377,0.0362312,0.126999,0.4201548,0.0322780666667,0.1916483,0.1700062,0.1345457,0.0362746,0.1370188,0.3910082,0.0234615333333,0.1932289,0.156048466667,0.1391132,0.0362592,0.1401644,0.4068941,0.0258963,0.191225533333,0.1563718,0.142013366667,0.0363018,0.1283044,0.405079133333,0.0253844,0.1630829,0.164451233333,0.1359458,0.0363404,0.140766,0.409047233333,0.0261662333333,0.189130466667,0.1508393,0.1423624,0.0360052,0.1272058,0.3948625,0.0303687,0.203232433333,0.1534717,0.1368007,0.0360364,0.1361012,0.410571833333,0.0215387333333,0.2158578,0.1519155,0.1345518,0.0359906,0.1363264,0.4072751,0.0298188,0.188713633333,0.1521157,0.1415932,0.035922,0.1369973,0.4303373,0.0298044666667,0.1799156,0.1616229,0.1403089,0.0362406,0.1425223,0.4279031,0.0224662666667,0.1867091,0.1524774,0.1394419,0.0360878,0.1342902,0.4009473,0.0349043,0.2218079,0.1492592,0.1434551,0.0359556,0.1374494,0.395499566667,0.0238697666667,0.1642045,0.1773495,0.1391951,0.0357766,0.1412444,0.4133529,0.0287546,0.1972354,0.1609309,0.1392623,0.0365202,0.131604966667,0.3972934,0.0424910333333,0.1842545,0.1654427,0.1357442,0.036148,0.1486155,0.3987415,0.0325419666667,0.189790933333,0.1776707,0.134453,0.0363842,0.1406489,0.399928166667,0.0283767,0.1807235,0.1559899,0.1478258,0.0358348,0.1372802,0.4186766,0.0340104,0.169722733333,0.1616541,0.1373504,0.0363674,0.144722,0.4277747,0.0191344,0.1509876,0.173507866667,0.1294849,0.0358844,0.1362151,0.4205996,0.0413445,0.2006788,0.1509367,0.1304213,0.0363016,0.1470889,0.390559933333,0.0366563,0.1757846,0.1695371,0.1505378,0.0362288,0.125228,0.408828,0.0245805,0.200136766667,0.1429022,0.1413776,0.0363712,0.1374483,0.4014315,0.0357307333333,0.176337533333,0.1653686,0.1387694,0.0362834,0.1402576
0.4476493,0.0380911666667,0.1694605,0.1836102,0.1514384,0.0360446,0.1478336,0.4285932,0.03487265,0.208881573333,0.1719028,0.1589075,0.0359654,0.1364443,0.4176406,0.0213643,0.168081933333,0.1785786,0.1608526,0.0363006,0.1379256,0.4276647,0.029209,0.188077983333,0.1744665,0.1487654,0.036355,0.1398997,0.423326733333,0.0290285333333,0.193987116667,0.176007,0.1468096,0.0363392,0.1464764,0.429343766667,0.0324235666667,0.218283883333,0.1739187,0.1424199,0.0362988,0.1457504,0.420162466667,0.0260248666667,0.206687533333,0.176309,0.1559142,0.0362916,0.1283111,0.442392566667,0.0283499,0.204092966667,0.170083,0.1512337,0.0361544,0.1344413,0.438226933333,0.0391563,0.211097433333,0.1774995,0.1483557,0.036386,0.1376899,0.424441433333,0.0274790333333,0.206400866667,0.174762533333,0.1470352,0.0363988,0.138918,0.426272,0.0268823,0.204948266667,0.1732758,0.1470832,0.0362874,0.1410086,0.4336514,0.0349679,0.1635706,0.178355933333,0.144202,0.0363852,0.1464575,0.4251542,0.0290129666667,0.201134566667,0.169399,0.1552476,0.0360844,0.1329744,0.424059233333,0.0446156,0.213156866667,0.1643882,0.1465704,0.0360466,0.135638,0.434901333333,0.0213974333333,0.235513966667,0.1637709,0.1509274,0.0363994,0.1431244,0.4324054,0.0287419,0.1949045,0.1617278,0.160975,0.0361246,0.1446519,0.444994,0.0344083333333,0.182936,0.1796671,0.148995,0.0362302,0.1467088,0.4409771,0.0202152,0.196703333333,0.1673954,0.1469449,0.0361754,0.1430428,0.4377823,0.0350782,0.212919033333,0.1639616,0.1567694,0.0362374,0.1429757,0.427870166667,0.0245500333333,0.1879657,0.1899484,0.1456013,0.0360506,0.147948,0.4236934,0.0287438666667,0.1953414,0.1742881,0.1518846,0.0364324,0.1312325,0.4193431,0.0474213,0.191149033333,0.1836395,0.1535152,0.0362728,0.1481769,0.4259923,0.039149,0.209548466667,0.1866931,0.1513116,0.0362242,0.1384495,0.415159366667,0.0315151166667,0.191399,0.1661169,0.1555578,0.0361526,0.1362416,0.442148,0.0392345,0.186531833333,0.1800298,0.1469794,0.0363664,0.1457308,0.4365227,0.0254966666667,0.15270315,0.1837055,0.1398309,0.036302,0.1388277,0.4442916,0.0456859,0.2067888,0.1650282,0.1426572,0.0361076,0.154818,0.4176327,0.0335196833333,0.1910478,0.1806199,0.1616858,0.036215,0.1325758,0.4216254,0.0371264333333,0.204568083333,0.1580995,0.1495436,0.0362204,0.1418917,0.4255369,0.0320364,0.177810266667,0.1762423,0.1482317,0.0362274,0.1483608
0.4647469,0.0521574666667,0.189628333333,0.189502,0.1639453,0.0364642,0.151722,0.4497895,0.03598175,0.203882533333,0.1869188,0.168563,0.0363002,0.1468763,0.4275556,0.035987,0.169674,0.1865198,0.1669956,0.0363326,0.1397118,0.4438867,0.0296356666667,0.198969566667,0.1866502,0.1622018,0.0363414,0.1454578,0.4337112,0.0402818333333,0.200206116667,0.1872032,0.1531488,0.0362118,0.153171,0.4384492,0.0470466,0.21684445,0.185583933333,0.15875,0.0361854,0.1493656,0.434465966667,0.0347835333333,0.212003,0.1885357,0.1659324,0.0364356,0.1396956,0.4460718,0.0353064666667,0.191897116667,0.1795528,0.1616165,0.0361692,0.1333321,0.4511546,0.0460757666667,0.210163633333,0.1924283,0.1584155,0.0362144,0.1458165,0.437418633333,0.0348332,0.217118433333,0.1918124,0.1563644,0.0362242,0.1372309,0.448863066667,0.0351620666667,0.2170693,0.1881179,0.1581253,0.0362476,0.1464427,0.4552003,0.0413696,0.192720266667,0.188983033333,0.1568314,0.036436,0.151437,0.4489916,0.0349855666667,0.203495766667,0.1872244,0.1628982,0.0359976,0.1366494,0.4332141,0.0518585,0.218584166667,0.1850678,0.162015,0.036468,0.135366,0.4539401,0.0304552,0.257332966667,0.1768495,0.1591976,0.0363232,0.1505762,0.4481917,0.0401202666667,0.2089043,0.180669,0.1692002,0.036202,0.1524332,0.4542541,0.0428592333333,0.1869574,0.1893604,0.1578812,0.0361402,0.1531098,0.4532865,0.0229780666667,0.221243716667,0.1929756,0.1584367,0.0361072,0.1462284,0.4536071,0.0455510333333,0.213681866667,0.1677922,0.174227,0.0363436,0.1503442,0.444772466667,0.0269506,0.2034315,0.1971778,0.1571291,0.036162,0.1570052,0.4453798,0.0324823666667,0.210792066667,0.1931932,0.1647272,0.0362896,0.1468396,0.4427186,0.0644852333333,0.1974187,0.1977205,0.1596764,0.0363734,0.1510381,0.444582,0.0451211,0.220868066667,0.1930412,0.1579062,0.0363154,0.144462,0.439386366667,0.03818555,0.183577966667,0.1835263,0.1648262,0.0365174,0.1420542,0.4460871,0.0537142333333,0.2050676,0.1934801,0.157835,0.0360856,0.147982,0.4502752,0.0365137833333,0.163026516667,0.1904607,0.1535042,0.0362038,0.1489075,0.4525338,0.0514247,0.220639066667,0.1790977,0.154186,0.036147,0.1609498,0.4368925,0.0445606333333,0.207969966667,0.1916194,0.1642574,0.0362728,0.1383785,0.444115866667,0.0432938666667,0.21346615,0.1775656,0.156207,0.0362032,0.1515633,0.4349257,0.0343302,0.1789413,0.185452,0.1578737,0.036142,0.1449332
