Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8,['WOOD'],0,WOOD,1.0,1.0,60.5072,0.5126
7,['THROUGH'],0,SUSPEN, , , , 
1,"['30', '48', '26', '25', '27', '3', '28', '6', '1']",0,SUSPEN,1.0,0.4074,30.0872,0.3094
6,['G'],0,SIMPLE-T, , , , 
5,"['2', '?']",0,SIMPLE-T, , , , 
3,"['RR', 'HIGHWAY']",0,SIMPLE-T,0.8864,0.7222,43.1985,0.6258
8,['STEEL'],0,ARCH, , , , 
10,"['S', 'F']",0,ARCH, , , , 
9,"['MEDIUM', 'LONG']",0,ARCH, , , , 
1,"['30', '40', '42', '1', '24', '3', '7', '29', '44', '52', '32', '38']",0,ARCH,1.0,0.7647,47.5859,0.4119
2,"['MATURE', 'MODERN']",0,CANTILEV, , , , 
4,"['MEDIUM', 'LONG']",0,CANTILEV, , , , 
1,"['48', '49', '43', '5', '34', '46', '19', '2', '20', '1']",0,CANTILEV,1.0,0.9167,47.9277,0.3681
4,['?'],0,NIL, , , , 
7,['?'],0,NIL, , , , 
2,['MATURE'],0,NIL, , , , 
5,['?'],0,NIL,1.0,1.0,9.3269,0.0374
8,['STEEL'],0,CONT-T, , , , 
1,"['33', '22', '11', '39.5', '37', '14', '38.5', '9', '47']",0,CONT-T, , , , 
9,"['LONG', 'MEDIUM']",0,CONT-T,1.0,0.7143,40.4876,0.3275
