Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8,['WOOD'],0,WOOD, , , , 
10,['S'],0,WOOD,1.0,1.0,60.5072,0.5126
7,['THROUGH'],0,SUSPEN, , , , 
1,"['25', '30', '28', '26', '27', '3', '48', '1', '6']",0,SUSPEN,1.0,0.4074,30.0872,0.3094
5,"['2', '?']",0,SIMPLE-T, , , , 
3,"['RR', 'HIGHWAY']",0,SIMPLE-T, , , , 
6,['G'],0,SIMPLE-T,0.8864,0.7222,43.1985,0.6258
8,['STEEL'],0,ARCH, , , , 
9,"['LONG', 'MEDIUM']",0,ARCH, , , , 
1,"['42', '1', '7', '3', '40', '24', '38', '44', '30', '32', '29', '52']",0,ARCH,1.0,0.7647,47.5859,0.4119
2,"['MATURE', 'MODERN']",0,CANTILEV, , , , 
4,"['MEDIUM', 'LONG']",0,CANTILEV, , , , 
1,"['2', '34', '46', '20', '49', '5', '1', '48', '19', '43']",0,CANTILEV,1.0,0.9167,47.9277,0.3681
2,['MATURE'],0,NIL, , , , 
1,['39'],0,NIL, , , , 
7,['?'],0,NIL,1.0,1.0,9.3269,0.0374
1,"['11', '22', '39.5', '37', '9', '47', '14', '38.5', '33']",0,CONT-T, , , , 
9,"['LONG', 'MEDIUM']",0,CONT-T, , , , 
10,"['F', 'S-F']",0,CONT-T, , , , 
8,['STEEL'],0,CONT-T,1.0,0.7143,40.4876,0.3275
