0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
0.5126,0.1502,0.5119,0.2723,0.2193,0.0374,0.2556,0.5126,0.1424,0.5119,0.2723,0.1997,0.0374,0.2627,0.5126,0.1534,0.5119,0.2731,0.2079,0.0374,0.2556,0.5126,0.1235,0.5119,0.2723,0.2271,0.0374,0.2556,0.5126,0.1353,0.5119,0.2723,0.1997,0.0374,0.2556,0.5126,0.1534,0.544,0.2723,0.2193,0.0374,0.2556,0.5126,0.1502,0.5119,0.2545,0.2232,0.0374,0.2592,0.5126,0.1314,0.5119,0.2723,0.235,0.0374,0.2556,0.5126,0.1452,0.5119,0.2545,0.2325,0.0374,0.2592,0.5126,0.1534,0.5119,0.2723,0.1919,0.0374,0.2556,0.5126,0.1314,0.5119,0.2723,0.235,0.0374,0.2592,0.5126,0.1481,0.5119,0.2723,0.1844,0.0374,0.2556,0.5126,0.1424,0.5119,0.2723,0.1908,0.0374,0.2592,0.5126,0.1502,0.5119,0.2723,0.1947,0.0374,0.2592,0.5126,0.1502,0.5119,0.2862,0.2325,0.0374,0.2556,0.5126,0.1417,0.5119,0.2723,0.2079,0.0374,0.2592,0.5126,0.1299,0.5119,0.3101,0.2232,0.0374,0.2627,0.5126,0.1353,0.5119,0.2723,0.2428,0.0374,0.2592,0.5126,0.1502,0.5119,0.2723,0.2193,0.0374,0.2556,0.5126,0.1502,0.5119,0.2723,0.2079,0.0374,0.2556,0.5126,0.1531,0.5176,0.3101,0.209,0.0374,0.2592,0.5126,0.1502,0.5119,0.2545,0.1947,0.0374,0.2556,0.5126,0.1424,0.5119,0.3101,0.2079,0.0374,0.2556,0.5126,0.1613,0.5119,0.2723,0.1997,0.0374,0.2592,0.5126,0.1502,0.5119,0.2723,0.1997,0.0374,0.2556,0.5126,0.1424,0.5119,0.2723,0.1997,0.0374,0.2556,0.5126,0.1424,0.5119,0.2723,0.1897,0.0374,0.2627,0.5126,0.1502,0.5119,0.2723,0.1997,0.0374,0.2592,0.5126,0.1495,0.5119,0.2314,0.1997,0.0374,0.2592,0.5126,0.1424,0.5119,0.2723,0.2232,0.0374,0.2556
0.5126,0.1976,0.6102,0.2723,0.2193,0.0374,0.2627,0.5126,0.1883,0.6102,0.2723,0.1997,0.0374,0.2627,0.5126,0.1574,0.6102,0.3101,0.2271,0.0374,0.2592,0.5126,0.1502,0.5119,0.3101,0.2271,0.0374,0.2592,0.5126,0.1976,0.5119,0.2723,0.235,0.0374,0.2627,0.5126,0.1534,0.544,0.3101,0.235,0.0374,0.2592,0.5126,0.1502,0.6102,0.3101,0.2232,0.0374,0.2592,0.5126,0.1502,0.6102,0.2723,0.2389,0.0374,0.2592,0.5126,0.1613,0.6102,0.3147,0.2325,0.0374,0.2592,0.5126,0.1534,0.5176,0.3101,0.235,0.0374,0.2556,0.5126,0.1502,0.6258,0.2723,0.235,0.0374,0.2592,0.5126,0.1791,0.5119,0.3101,0.1997,0.0374,0.2556,0.5126,0.1638,0.6102,0.3101,0.2079,0.0374,0.2627,0.5126,0.2015,0.6258,0.3101,0.2232,0.0374,0.2627,0.5126,0.1556,0.6102,0.2862,0.2325,0.0374,0.2592,0.5126,0.1534,0.6102,0.2723,0.209,0.0374,0.2627,0.5126,0.1378,0.5532,0.3101,0.2428,0.0374,0.2627,0.5126,0.1556,0.6102,0.2723,0.2428,0.0374,0.2592,0.5126,0.1502,0.5119,0.2723,0.2193,0.0374,0.2592,0.5126,0.2093,0.5532,0.2723,0.2286,0.0374,0.2556,0.5126,0.1531,0.6102,0.3101,0.2389,0.0374,0.2592,0.5126,0.1613,0.5119,0.3101,0.235,0.0374,0.2627,0.5126,0.1534,0.5119,0.3101,0.2271,0.0374,0.2627,0.5126,0.1613,0.5119,0.2723,0.1997,0.0374,0.2592,0.5126,0.1755,0.5119,0.3101,0.2506,0.0374,0.2592,0.5126,0.1574,0.5119,0.2723,0.2079,0.0374,0.2592,0.5126,0.1424,0.5119,0.2723,0.2193,0.0374,0.2627,0.5126,0.1534,0.5119,0.2816,0.235,0.0374,0.2592,0.5126,0.1495,0.5119,0.2723,0.235,0.0374,0.2592,0.5126,0.1502,0.5176,0.3001,0.235,0.0374,0.2627
0.5126,0.1976,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.1883,0.6102,0.2723,0.2428,0.0374,0.2627,0.5126,0.1833,0.6102,0.3101,0.2428,0.0374,0.2592,0.5126,0.1613,0.6102,0.3101,0.2428,0.0374,0.2592,0.5126,0.1976,0.5119,0.3101,0.2428,0.0374,0.2627,0.5126,0.1534,0.6102,0.3101,0.235,0.0374,0.2592,0.5126,0.1833,0.6102,0.3101,0.235,0.0374,0.2627,0.5126,0.1502,0.6258,0.3101,0.2389,0.0374,0.2592,0.5126,0.183,0.6102,0.3147,0.2428,0.0374,0.2592,0.5126,0.1613,0.6102,0.3101,0.2428,0.0374,0.2592,0.5126,0.1502,0.6258,0.3001,0.235,0.0374,0.2627,0.5126,0.1791,0.5119,0.3101,0.235,0.0374,0.2556,0.5126,0.1638,0.6102,0.3101,0.2079,0.0374,0.2627,0.5126,0.2015,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.1791,0.6102,0.2862,0.235,0.0374,0.2592,0.5126,0.1609,0.6102,0.2723,0.2428,0.0374,0.2627,0.5126,0.1613,0.6102,0.3101,0.2428,0.0374,0.2627,0.5126,0.1556,0.6102,0.3001,0.2428,0.0374,0.2627,0.5126,0.1502,0.6102,0.277,0.2325,0.0374,0.2592,0.5126,0.2093,0.5532,0.3101,0.235,0.0374,0.2592,0.5126,0.1574,0.6102,0.3101,0.2389,0.0374,0.2592,0.5126,0.1833,0.6102,0.3101,0.2428,0.0374,0.2627,0.5126,0.1716,0.6102,0.3101,0.235,0.0374,0.2627,0.5126,0.1613,0.5119,0.3101,0.2193,0.0374,0.2592,0.5126,0.1755,0.5183,0.3101,0.2506,0.0374,0.2592,0.5126,0.1574,0.5119,0.2723,0.2232,0.0374,0.2592,0.5126,0.1791,0.6102,0.3001,0.2286,0.0374,0.2627,0.5126,0.1755,0.6102,0.3101,0.235,0.0374,0.2592,0.5126,0.1755,0.6102,0.3101,0.235,0.0374,0.2627,0.5126,0.1502,0.5176,0.3001,0.235,0.0374,0.2627
0.5126,0.1976,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.1883,0.6102,0.3101,0.2428,0.0374,0.2627,0.5126,0.1833,0.6102,0.3101,0.2428,0.0374,0.2592,0.5126,0.1613,0.6102,0.3101,0.2506,0.0374,0.2592,0.5126,0.1976,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.1755,0.6102,0.3101,0.235,0.0374,0.2627,0.5126,0.1833,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.1556,0.6258,0.3101,0.2428,0.0374,0.2592,0.5126,0.183,0.6258,0.3147,0.2428,0.0374,0.2627,0.5126,0.1755,0.6102,0.3101,0.2428,0.0374,0.2592,0.5126,0.1502,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.1791,0.6102,0.3147,0.235,0.0374,0.2592,0.5126,0.1638,0.6102,0.3101,0.2428,0.0374,0.2627,0.5126,0.2015,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.1791,0.6102,0.3101,0.2428,0.0374,0.2592,0.5126,0.1794,0.6102,0.3101,0.2428,0.0374,0.2627,0.5126,0.1613,0.6258,0.3101,0.2428,0.0374,0.2627,0.5126,0.1794,0.6258,0.3101,0.2467,0.0374,0.2627,0.5126,0.2054,0.6102,0.3001,0.2367,0.0374,0.2627,0.5126,0.2093,0.5532,0.3147,0.2428,0.0374,0.2627,0.5126,0.1613,0.6102,0.3101,0.2389,0.0374,0.2627,0.5126,0.1833,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.1794,0.6102,0.3147,0.2428,0.0374,0.2627,0.5126,0.1613,0.6102,0.3101,0.235,0.0374,0.2592,0.5126,0.1755,0.6102,0.3101,0.2506,0.0374,0.2592,0.5126,0.1574,0.6102,0.277,0.2389,0.0374,0.2592,0.5126,0.1794,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2015,0.6102,0.3147,0.2506,0.0374,0.2592,0.5126,0.1755,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.1613,0.6102,0.3001,0.2506,0.0374,0.2627
0.5126,0.2054,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.2236,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2353,0.6102,0.3101,0.2428,0.0374,0.2627,0.5126,0.1755,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.1976,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.1755,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.1833,0.6102,0.3147,0.2506,0.0374,0.2627,0.5126,0.1794,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.1883,0.6258,0.3147,0.2428,0.0374,0.2627,0.5126,0.1755,0.6102,0.3147,0.2428,0.0374,0.2627,0.5126,0.1574,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.1791,0.6102,0.3147,0.235,0.0374,0.2592,0.5126,0.1755,0.6258,0.3101,0.2428,0.0374,0.2627,0.5126,0.2015,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.1791,0.6102,0.3101,0.2545,0.0374,0.2592,0.5126,0.1833,0.6102,0.3101,0.2627,0.0374,0.2627,0.5126,0.1755,0.6258,0.3101,0.2428,0.0374,0.2627,0.5126,0.2026,0.6258,0.3101,0.2467,0.0374,0.2627,0.5126,0.2314,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2093,0.6102,0.3147,0.2506,0.0374,0.2627,0.5126,0.1791,0.6102,0.3101,0.2428,0.0374,0.2627,0.5126,0.1833,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.1794,0.6102,0.3147,0.2428,0.0374,0.2627,0.5126,0.2535,0.6102,0.3101,0.235,0.0374,0.2592,0.5126,0.2314,0.6102,0.3147,0.2545,0.0374,0.2592,0.5126,0.1638,0.6102,0.3147,0.2506,0.0374,0.2592,0.5126,0.1794,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2015,0.6102,0.3147,0.2506,0.0374,0.2592,0.5126,0.1794,0.6102,0.3147,0.2506,0.0374,0.2627,0.5126,0.1677,0.6102,0.3101,0.2506,0.0374,0.2627
0.5126,0.2392,0.6258,0.3101,0.2926,0.0374,0.2627,0.5126,0.2236,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2353,0.6102,0.3147,0.2545,0.0374,0.2627,0.5126,0.1755,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.2015,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2314,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.1833,0.6102,0.3147,0.2627,0.0374,0.2627,0.5126,0.1794,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2015,0.6258,0.3147,0.2588,0.0374,0.2627,0.5126,0.2236,0.6102,0.3147,0.2545,0.0374,0.2627,0.5126,0.1791,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.1858,0.6102,0.3147,0.2506,0.0374,0.2627,0.5126,0.1833,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2015,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.1976,0.6102,0.3147,0.2545,0.0374,0.2592,0.5126,0.2093,0.6258,0.3147,0.2627,0.0374,0.2627,0.5126,0.1755,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2026,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2314,0.6258,0.3101,0.2965,0.0374,0.2627,0.5126,0.2093,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.1791,0.6102,0.3101,0.2506,0.0374,0.2627,0.5126,0.2054,0.6258,0.3147,0.2506,0.0374,0.2827,0.5126,0.2275,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2535,0.6102,0.3101,0.235,0.0374,0.2592,0.5126,0.2314,0.6102,0.3147,0.2588,0.0374,0.2592,0.5126,0.2132,0.6102,0.3147,0.2545,0.0374,0.2592,0.5126,0.1794,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2015,0.6102,0.3147,0.2506,0.0374,0.2592,0.5126,0.2093,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.1677,0.6102,0.3101,0.2506,0.0374,0.2627
0.5126,0.2392,0.6258,0.3101,0.2926,0.0374,0.2627,0.5126,0.2275,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2353,0.6102,0.3147,0.2545,0.0374,0.2627,0.5126,0.1897,0.6102,0.3147,0.2506,0.0374,0.2862,0.5126,0.2015,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2574,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.1833,0.6102,0.3147,0.2627,0.0374,0.2627,0.5126,0.1937,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2015,0.6258,0.3147,0.2588,0.0374,0.2627,0.5126,0.2236,0.6102,0.3147,0.2545,0.0374,0.2627,0.5126,0.1937,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.1858,0.6102,0.3147,0.2506,0.0374,0.2627,0.5126,0.1833,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2054,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2054,0.6258,0.3147,0.2545,0.0374,0.2592,0.5126,0.2093,0.6258,0.3147,0.2627,0.0374,0.2627,0.5126,0.1755,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2026,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2314,0.6258,0.3101,0.2965,0.0374,0.2627,0.5126,0.2093,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2015,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.2392,0.6258,0.3147,0.2506,0.0374,0.2827,0.5126,0.2314,0.6258,0.3147,0.2549,0.0374,0.2627,0.5126,0.2535,0.6102,0.3147,0.2666,0.0374,0.2592,0.5126,0.2353,0.6102,0.3147,0.2887,0.0374,0.2627,0.5126,0.2132,0.6258,0.3147,0.2545,0.0374,0.2592,0.5126,0.1794,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2314,0.6102,0.3147,0.2506,0.0374,0.2627,0.5126,0.2314,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.1833,0.6102,0.3147,0.2506,0.0374,0.2627
0.5126,0.2795,0.6258,0.3101,0.2965,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.2706,0.0374,0.2898,0.5126,0.2353,0.6102,0.3147,0.2545,0.0374,0.2627,0.5126,0.2093,0.6102,0.3147,0.2506,0.0374,0.2862,0.5126,0.2236,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2795,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.1833,0.6258,0.3147,0.2627,0.0374,0.2627,0.5126,0.2093,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2093,0.6258,0.3147,0.2588,0.0374,0.2627,0.5126,0.2236,0.6258,0.3147,0.2627,0.0374,0.2627,0.5126,0.1937,0.6258,0.3147,0.2627,0.0374,0.2827,0.5126,0.2015,0.6102,0.3147,0.2506,0.0374,0.2627,0.5126,0.1976,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2275,0.6258,0.3147,0.2666,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.2545,0.0374,0.2592,0.5126,0.2496,0.6258,0.3147,0.2965,0.0374,0.2627,0.5126,0.2236,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2026,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2314,0.6258,0.3101,0.3265,0.0374,0.2627,0.5126,0.2314,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2015,0.6258,0.3101,0.2545,0.0374,0.2627,0.5126,0.2392,0.6258,0.3147,0.2588,0.0374,0.2898,0.5126,0.2314,0.6258,0.3147,0.2926,0.0374,0.2627,0.5126,0.2795,0.6258,0.3147,0.2666,0.0374,0.2592,0.5126,0.2834,0.6258,0.3147,0.2926,0.0374,0.2627,0.5126,0.2132,0.6258,0.3147,0.2545,0.0374,0.2592,0.5126,0.2015,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2574,0.6258,0.3172,0.2545,0.0374,0.2627,0.5126,0.2574,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2275,0.6258,0.3147,0.2666,0.0374,0.2627
0.5126,0.2795,0.6258,0.3147,0.3225,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.2706,0.0374,0.2898,0.5126,0.2353,0.6102,0.3147,0.2545,0.0374,0.2627,0.5126,0.2093,0.6102,0.3147,0.2545,0.0374,0.2898,0.5126,0.2392,0.6258,0.3147,0.3225,0.0374,0.2627,0.5126,0.2834,0.6258,0.3147,0.2549,0.0374,0.2627,0.5126,0.1833,0.6258,0.3147,0.3225,0.0374,0.2627,0.5126,0.2093,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2093,0.6258,0.3147,0.2926,0.0374,0.2627,0.5126,0.2834,0.6258,0.3147,0.2666,0.0374,0.2627,0.5126,0.1937,0.6258,0.3147,0.2627,0.0374,0.2827,0.5126,0.2496,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2574,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2613,0.6258,0.3147,0.2706,0.0374,0.2627,0.5126,0.2574,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.3343,0.0374,0.2627,0.5126,0.2236,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2026,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2314,0.6258,0.3101,0.3265,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2132,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2392,0.6258,0.3147,0.2588,0.0374,0.3168,0.5126,0.2535,0.6258,0.3147,0.2926,0.0374,0.2627,0.5126,0.2795,0.6258,0.3147,0.2706,0.0374,0.2592,0.5126,0.3054,0.6258,0.3147,0.2965,0.0374,0.2627,0.5126,0.2613,0.6258,0.3147,0.2627,0.0374,0.2592,0.5126,0.2093,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2574,0.6258,0.3172,0.2545,0.0374,0.2627,0.5126,0.2834,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.2666,0.0374,0.2627
0.5126,0.2912,0.6258,0.3147,0.3225,0.0374,0.2627,0.5126,0.2613,0.6258,0.3147,0.2706,0.0374,0.2898,0.5126,0.2496,0.6102,0.3147,0.2545,0.0374,0.2627,0.5126,0.2275,0.6258,0.3147,0.2545,0.0374,0.2898,0.5126,0.2574,0.6258,0.3147,0.3225,0.0374,0.2627,0.5126,0.3094,0.6258,0.3147,0.2666,0.0374,0.2627,0.5126,0.2197,0.6258,0.3147,0.3265,0.0374,0.2627,0.5126,0.2613,0.6258,0.3101,0.2506,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.3304,0.0374,0.2627,0.5126,0.2834,0.6258,0.3147,0.2965,0.0374,0.2627,0.5126,0.2314,0.6258,0.3147,0.2706,0.0374,0.2827,0.5126,0.2496,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2574,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2652,0.6258,0.3147,0.2926,0.0374,0.2627,0.5126,0.2574,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.3382,0.0374,0.2627,0.5126,0.2236,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2054,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2613,0.6258,0.3101,0.3304,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.2506,0.0374,0.2627,0.5126,0.2314,0.6258,0.3147,0.2887,0.0374,0.2898,0.5126,0.2392,0.6258,0.3147,0.2627,0.0374,0.3168,0.5126,0.2535,0.6258,0.3147,0.2965,0.0374,0.2627,0.5126,0.2795,0.6258,0.3147,0.2706,0.0374,0.2627,0.5126,0.3054,0.6258,0.3147,0.3005,0.0374,0.2627,0.5126,0.2613,0.6258,0.3147,0.2627,0.0374,0.2592,0.5126,0.2314,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2574,0.6258,0.3503,0.2627,0.0374,0.2627,0.5126,0.3054,0.6258,0.3147,0.2545,0.0374,0.2627,0.5126,0.2535,0.6258,0.3147,0.2666,0.0374,0.2627
