Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10,['S'],0,WOOD, , , , 
8,['WOOD'],0,WOOD,1.0,1.0,60.5072,0.5126
7,['THROUGH'],0,SUSPEN, , , , 
1,"['1', '25', '6', '27', '26', '48', '28', '30', '3']",0,SUSPEN,1.0,0.4074,30.0872,0.3094
5,"['2', '?']",0,SIMPLE-T, , , , 
6,['G'],0,SIMPLE-T, , , , 
3,"['RR', 'HIGHWAY']",0,SIMPLE-T,0.8864,0.7222,43.1985,0.6258
8,['STEEL'],0,ARCH, , , , 
1,"['30', '42', '52', '38', '32', '7', '40', '1', '29', '3', '24', '44']",0,ARCH, , , , 
9,"['MEDIUM', 'LONG']",0,ARCH,1.0,0.7647,47.5859,0.4119
2,"['MODERN', 'MATURE']",0,CANTILEV, , , , 
8,['STEEL'],0,CANTILEV, , , , 
4,"['MEDIUM', 'LONG']",0,CANTILEV, , , , 
1,"['34', '46', '1', '20', '5', '19', '43', '2', '48', '49']",0,CANTILEV,1.0,0.9167,47.9277,0.3681
1,['39'],0,NIL, , , , 
7,['?'],0,NIL, , , , 
3,['RR'],0,NIL,1.0,1.0,9.3269,0.0374
9,"['MEDIUM', 'LONG']",0,CONT-T, , , , 
8,['STEEL'],0,CONT-T, , , , 
1,"['38.5', '33', '14', '11', '22', '39.5', '47', '9', '37']",0,CONT-T, , , , 
2,"['MODERN', 'MATURE']",0,CONT-T,1.0,0.7143,40.4876,0.3275
