Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
0,"['A', 'M']",0,WOOD, , , , 
8,['WOOD'],0,WOOD,1.0,1.0,60.5072,0.5126
7,['THROUGH'],0,SUSPEN, , , , 
1,"['1', '25', '3', '48', '30', '26', '6', '28', '27']",0,SUSPEN,1.0,0.4074,30.0872,0.3094
5,"['2', '?']",0,SIMPLE-T, , , , 
6,['G'],0,SIMPLE-T, , , , 
3,"['RR', 'HIGHWAY']",0,SIMPLE-T,0.8864,0.7222,43.1985,0.6258
8,['STEEL'],0,ARCH, , , , 
1,"['42', '44', '24', '30', '52', '29', '7', '1', '40', '32', '38', '3']",0,ARCH, , , , 
9,"['LONG', 'MEDIUM']",0,ARCH, , , , 
10,"['F', 'S']",0,ARCH,1.0,0.7647,47.5859,0.4119
4,"['MEDIUM', 'LONG']",0,CANTILEV, , , , 
1,"['48', '46', '34', '2', '1', '43', '49', '20', '19', '5']",0,CANTILEV, , , , 
2,"['MATURE', 'MODERN']",0,CANTILEV,1.0,0.9167,47.9277,0.3681
8,['STEEL'],0,NIL, , , , 
0,['A'],0,NIL, , , , 
7,['?'],0,NIL, , , , 
3,['RR'],0,NIL, , , , 
5,['?'],0,NIL, , , , 
1,['39'],0,NIL,1.0,1.0,9.3269,0.0374
5,"['4', '2']",0,CONT-T, , , , 
1,"['33', '14', '38.5', '37', '22', '9', '39.5', '11', '47']",0,CONT-T, , , , 
8,['STEEL'],0,CONT-T,1.0,0.7143,40.4876,0.3275
