Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,340.3612251281738,1.9,0.9418529937751725,8.297034993538132,10.391666666666667,212.05858675999127,212.05859375,3353
