,mean_score,mean_runtime,mean_rule_size,mean_cpu_percent,peak_cpu_percent,mean_ram_mb,peak_ram_mb
0,0.9407889113224726±0.0018204443046403007,408.96±101.09,1.87±0.12,8.27±0.03,10.66±0.43,211.92±0.57,211.96±0.47
