Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,302.68006682395935,1.8,0.9418529937751725,8.28123673925183,10.391666666666667,212.52049309045216,212.53125,2985
