Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
4347,8.29,11184.4,2392.88500942
914,2.76,1987.6,154.025097381
7995,6.11,1868.9,337.870711566
10139,25.57,5003.9,742.54541393
9124,32.22,34745.2,6565.98107113
7381,17.36,12011.4,1509.78414825
