Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
12194,8.53,10665.2,1770.19804522
1969,6.26,4865.5,391.498393556
11889,2.1,23998.6,2433.58462991
12239,25.4,79945.1,13795.2522058
5280,33.65,10753.3,2135.7832068
