0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0.1137,0.1318,0.1192,0.1494,0.1414,0.1379,0.1366,0.1446,0.1116,0.1331,0.1766,0.1616,0.1125,0.1331,0.1471,0.1842,0.1462,0.099,0.1506,0.127,0.1096,0.1196,0.1068,0.1346,0.1669,0.1347,0.1322,0.1741,0.1639,0.1183,0.1059,0.1331,0.1299,0.1341,0.1357,0.1514,0.1153,0.1486,0.1125,0.1668,0.1525,0.1355,0.162,0.1336,0.126,0.1978,0.1453,0.1283,0.1009,0.1562,0.1096,0.1725,0.1453,0.1044,0.1731,0.1096,0.1312,0.1176,0.1471,0.1505,0.1202,0.1137,0.1413,0.1494,0.1164,0.1148,0.1581,0.1164,0.1318,0.1572,0.1222,0.1318,0.1572,0.1379,0.1125
0.1137,0.1318,0.1192,0.1494,0.1414,0.1379,0.1366,0.1581,0.1116,0.1331,0.1766,0.1731,0.1125,0.1331,0.1471,0.1842,0.1462,0.1038,0.1506,0.127,0.1096,0.1196,0.1068,0.1346,0.1669,0.1347,0.1803,0.1741,0.1639,0.1183,0.1059,0.1331,0.1299,0.1341,0.1357,0.1514,0.1153,0.1486,0.1125,0.1668,0.1525,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1562,0.1096,0.1725,0.1549,0.1128,0.1731,0.1096,0.135,0.1176,0.1471,0.1505,0.1202,0.1137,0.1413,0.1494,0.1164,0.1148,0.1581,0.1164,0.1318,0.1572,0.1222,0.1318,0.1572,0.1379,0.1125
0.1137,0.1318,0.125,0.1494,0.1414,0.1379,0.1481,0.1581,0.1116,0.1331,0.1766,0.1731,0.1125,0.1331,0.1471,0.1842,0.1462,0.1038,0.1506,0.1318,0.1096,0.1196,0.1068,0.1346,0.1669,0.1347,0.1803,0.1741,0.1639,0.1183,0.1203,0.1331,0.1299,0.1341,0.1357,0.1514,0.1366,0.1486,0.1125,0.1668,0.1525,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1562,0.1096,0.1725,0.1549,0.1128,0.1731,0.1318,0.135,0.1176,0.1471,0.1505,0.1202,0.1137,0.1413,0.1494,0.1164,0.1254,0.1677,0.1164,0.1586,0.1572,0.1222,0.1318,0.1572,0.1379,0.1125
0.1137,0.1318,0.125,0.1494,0.1414,0.1379,0.1481,0.1581,0.1116,0.1331,0.1949,0.1731,0.1155,0.1331,0.1471,0.1842,0.1462,0.1038,0.1506,0.1318,0.1116,0.1196,0.1068,0.1346,0.1669,0.1347,0.1803,0.1741,0.1639,0.1183,0.1203,0.1331,0.1299,0.1341,0.1357,0.1514,0.1366,0.1486,0.1125,0.1668,0.1525,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1562,0.1096,0.1725,0.1741,0.1128,0.1731,0.1318,0.135,0.1176,0.1471,0.1736,0.1366,0.1196,0.1413,0.1494,0.1164,0.1254,0.1677,0.1164,0.1586,0.1572,0.1222,0.1318,0.162,0.1379,0.1125
0.1137,0.1318,0.125,0.1494,0.1414,0.1379,0.1481,0.1581,0.1116,0.1331,0.1949,0.1788,0.1203,0.1331,0.1471,0.1842,0.1462,0.1038,0.1506,0.1318,0.1116,0.1196,0.1068,0.1346,0.1669,0.1347,0.1803,0.1741,0.1639,0.1183,0.1203,0.1331,0.1299,0.1341,0.1357,0.1514,0.1366,0.1486,0.1125,0.1668,0.1525,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1562,0.1096,0.1725,0.1741,0.1128,0.1731,0.1318,0.135,0.1176,0.1471,0.1736,0.1442,0.1196,0.1413,0.1494,0.1164,0.1254,0.1677,0.1212,0.1586,0.1572,0.1222,0.1318,0.162,0.1379,0.1125
0.1137,0.1318,0.125,0.1494,0.1645,0.162,0.1481,0.1581,0.1116,0.1331,0.1949,0.1788,0.1203,0.1331,0.1471,0.1842,0.1462,0.1038,0.1506,0.1318,0.1116,0.1196,0.1068,0.1346,0.1669,0.1347,0.1803,0.1741,0.1639,0.1183,0.1203,0.1331,0.1299,0.1341,0.1357,0.1514,0.1366,0.1486,0.1125,0.1668,0.1525,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1562,0.1096,0.1725,0.1741,0.1128,0.1731,0.1318,0.135,0.1244,0.1471,0.1929,0.1442,0.1196,0.1413,0.1494,0.1164,0.1254,0.1677,0.1212,0.1586,0.1572,0.1222,0.1318,0.162,0.1379,0.1125
0.1137,0.1318,0.125,0.1494,0.1645,0.162,0.1481,0.1581,0.1116,0.1331,0.1949,0.1788,0.1203,0.1331,0.1471,0.1842,0.1462,0.1038,0.1506,0.1318,0.1116,0.1196,0.1068,0.1442,0.1669,0.1347,0.1803,0.1741,0.1639,0.1183,0.1203,0.1475,0.1299,0.1341,0.1357,0.1514,0.1366,0.1486,0.1125,0.1668,0.1525,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1871,0.1096,0.1725,0.1741,0.1314,0.1731,0.1318,0.135,0.1244,0.1471,0.1929,0.1442,0.1196,0.1413,0.1494,0.1211,0.1254,0.1677,0.1212,0.1586,0.1572,0.1222,0.1318,0.162,0.1379,0.1125
0.1176,0.1357,0.1375,0.1494,0.1645,0.162,0.1481,0.1629,0.1116,0.1331,0.1949,0.1788,0.127,0.1331,0.1471,0.1842,0.1462,0.1038,0.1506,0.1318,0.1116,0.1302,0.1192,0.1442,0.1669,0.1347,0.1803,0.1741,0.1835,0.1183,0.1211,0.1514,0.1299,0.1341,0.1357,0.1514,0.1366,0.1562,0.1125,0.1668,0.1525,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1871,0.1096,0.1725,0.1741,0.1314,0.1731,0.1318,0.135,0.1244,0.1471,0.1929,0.1442,0.1196,0.1451,0.1494,0.1259,0.1398,0.1677,0.1212,0.1586,0.1572,0.1222,0.1345,0.162,0.1379,0.1125
0.1176,0.1357,0.1375,0.1494,0.1645,0.162,0.1481,0.1629,0.12,0.1331,0.1949,0.1788,0.127,0.1409,0.1471,0.1842,0.1462,0.1038,0.1506,0.1318,0.1116,0.1351,0.1385,0.1442,0.1784,0.1347,0.1803,0.1741,0.1835,0.1183,0.1394,0.1514,0.1299,0.1341,0.1357,0.1514,0.1366,0.1562,0.1405,0.1668,0.1708,0.1664,0.162,0.1375,0.126,0.1978,0.1453,0.1379,0.1009,0.1871,0.1096,0.1725,0.1741,0.1314,0.1731,0.1318,0.137,0.1244,0.1471,0.1929,0.1538,0.1196,0.1451,0.1494,0.1259,0.1398,0.1677,0.1212,0.1586,0.1572,0.1222,0.1548,0.162,0.1379,0.1125
0.1176,0.1357,0.1375,0.1494,0.1645,0.162,0.1481,0.1629,0.12,0.1331,0.1949,0.1818,0.127,0.1409,0.1471,0.189,0.1462,0.1038,0.1506,0.1318,0.1116,0.1351,0.1385,0.1442,0.1784,0.1347,0.1823,0.1741,0.1835,0.1183,0.149,0.1514,0.1299,0.1341,0.1357,0.1677,0.1366,0.1562,0.1414,0.1668,0.1708,0.1664,0.162,0.1375,0.1357,0.1978,0.1453,0.1379,0.1009,0.1871,0.1096,0.1725,0.1741,0.1314,0.1731,0.1318,0.137,0.1244,0.1471,0.1929,0.1538,0.1196,0.1451,0.1494,0.1259,0.1398,0.1677,0.1279,0.1586,0.1629,0.1222,0.1548,0.162,0.1379,0.1125
