Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10,"[0.81999999999999995, 1.28]",0,1, , , , 
6,"[2.1899999999999999, 3.9300000000000002]",0,1,1.0,0.7867,101.9869,0.7672
9,"[1.28, 3.9399999999999999]",0,2,0.8732,0.8986,100.7043,0.7748
6,"[0.34000000000000002, 1.3899999999999999]",0,3,0.9792,0.8246,105.0618,0.7108
