Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
7,45.71,35.0,7.80694159386
4,17.58,91.0,7.88358770659
10,27.89,190.0,31.3762761917
13,18.42,76.0,7.48254782702
6,22.88,153.0,33.2253238944
2,26.39,72.0,15.762208712
5,11.32,53.0,4.59849646186
7,31.43,35.0,7.80694159386
