Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
3435,"[3.26703867445026, 3.6793468993719305]",0,BCR/ABL, , , , 
11833,"[8.3884013730764195, 10.213505127641501]",0,BCR/ABL, , , , 
9389,"[5.7876741297533201, 6.6950452768793793]",0,BCR/ABL,0.8378,0.8378,65.9793,0.6345
930,"[3.9854894333908302, 4.9328770680525302]",0,NEG, , , , 
270,"[2.9386481266839395, 3.9019816807135701]",0,NEG,0.7297,0.8438,40.8311,0.5313
1015,"[5.98700868283726, 7.6499421440373103]",0,ALL1/AF4,1.0,0.625,41.5888,0.2734
11293,"[4.3240904952189299, 4.6978503618208602]",0,E2A/PBX1, , , , 
5080,"[3.2277189624277502, 3.3546397548510201]",0,E2A/PBX1, , , , 
4402,"[5.2281630845716798, 5.5883406794405301]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
8926,"[6.1869737262042106, 6.1869737262042106]",0,p15/p16, , , , 
2692,"[3.50564541656271, 3.50564541656271]",0,p15/p16, , , , 
710,"[7.5493512391395088, 7.5493512391395088]",0,p15/p16,1.0,1.0,9.7041,0.031
12062,"[7.6202693341225398, 7.6202693341225398]",0,NUP-98, , , , 
162,"[4.3063137340867499, 4.3063137340867499]",0,NUP-98, , , , 
5833,"[4.0960337984521402, 4.0960337984521402]",0,NUP-98, , , , 
2374,"[3.74761612311756, 3.74761612311756]",0,NUP-98,1.0,1.0,9.7041,0.031
