Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
9001,11.64,5.88125660122,1.43395514627
9931,16.73,7.66432212216,1.86300972532
6701,29.54,7.73885692872,2.35656146533
2268,7.6,4.94216628357,1.0837932964
2548,21.4,2.2856104491,0.368483620509
5212,16.75,4.66524389652,1.18954376703
5326,7.08,4.79464450929,0.922117666866
1025,5.74,1.25014473188,0.231850968287
7856,12.99,4.07321149487,0.581074942533
5735,0.0,3.83349092468,0.742791374443
2711,0.0,1.33407433653,0.219345098365
11735,0.0,2.2550565345,0.412911247726
1533,0.0,3.64413163094,0.606352859554
