0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
-0.0151332333333,-0.0385497,-0.0273328666667,-0.0242143333333,-0.0167576333333,-0.0200087333333,-0.0172891,-0.0132696333333,-0.0271396,-0.0310454666667,-0.0155243666667,-0.0146492333333,-0.0179783,-0.0201047,-0.015055,-0.0349596,-0.0174217,-0.00882326666667,-0.0154574,-0.0186230666667,-0.0134922333333,-0.0401831333333,-0.0306960333333,-0.0179647666667,-0.0171255666667,-0.0184112333333,-0.0104299666667,-0.0319403,-0.019339,-0.0174048333333,-0.0187030666667,-0.016026,-0.00796816666667,-0.0323227,-0.0095211,-0.0193176666667,-0.0237944666667,-0.0223764,-0.0194630333333,-0.0308382,-0.0173625333333,-0.0167596333333,-0.0155878333333,-0.0123562666667,-0.00813913333333,-0.0325841333333,-0.0118696,-0.0050805,-0.0133286666667,-0.0182523333333,-0.0068689,-0.0374977333333,-0.0137641333333,-0.013178,-0.0286354,-0.0239996333333,-0.0100792,-0.0364009333333,-0.0224167333333,-0.0152293,-0.0152151,-0.0033604,-0.00519923333333,-0.0341991666667,-0.0304910333333,-0.0116187333333,-0.0186399333333,-0.0193501,-0.0047875,-0.0296863666667,-0.0169628666667,-0.0188822666667,-0.0168630333333,-0.0341807333333,-0.0168479,-0.0253546,-0.0155647166667,-0.0260199333333,-0.0145077666667,-0.0202279666667,-0.0061909,-0.0335429,-0.0208500333333,-0.00945103333333,-0.0140196333333,-0.0208960666667,-0.0170439666667,-0.0218541,-0.0203907,-0.0296180333333,-0.0156857333333,-0.0199825666667,-0.0176656333333,-0.0236815666667,-0.0222377666667,-0.0146171333333,-0.0247574,-0.0120371333333,-0.011416,-0.0225403,-0.0169442333333,-0.0165355666667,-0.0191766,-0.0140225666667,-0.0119970666667,-0.0348901333333,-0.0131031,-0.0151894,-0.0169911,-0.0169066666667,-0.0163751,-0.0289945666667,-0.0099648,-0.0201738,-0.0281858,-0.0179521,-0.0103518,-0.0275684,-0.0228002333333,-0.0247492333333,-0.0176521,-0.0226491,-0.0208685,-0.0216230666667,-0.0096399,-0.0139878,-0.0175266,-0.0202156,-0.0102437,-0.0262356166667,-0.0239207666667,-0.0120867,-0.0206082333333,-0.0228503333333,-0.0139095,-0.0355463333333,-0.0204767666667,-0.0168144333333,-0.0183543,-0.0086095,-0.0123068666667,-0.0354471,-0.0133289333333,-0.0170894,-0.0085749,-0.0182536,-0.0203788333333,-0.023246,-0.0134626,-0.0136206,-0.0207552,-0.0142185666667,-0.01031365,-0.0263050666667,-0.0154912666667,-0.0144667,-0.0191043,-0.0220093,-0.00702613333333,-0.0103139,-0.028626,-0.0123330666667,-0.0101444333333,-0.0224418666667,-0.0240675666667,-0.00456153333333,-0.0357661666667,-0.00903573333333,-0.0137786333333,-0.0163503666667,-0.019645,-0.0183567333333,-0.0296973333333,-0.01636535,-0.00898783333333,-0.0142959666667,-0.0166726833333,-0.00804193333333,-0.0206443333333,-0.0253529333333,-0.0198621666667,-0.0198523666667,-0.0205092
-0.00315193333333,-0.0174297,-0.0100564333333,-0.0058531,-0.0114222333333,-0.00665313333333,-0.00597793333333,-0.00291813333333,-0.0132209,-0.0183461666667,-0.00800566666667,-0.0037449,-0.0110355,-0.00995056666667,-0.0016676,-0.0140722,-0.0054995,-0.0016276,-0.0038154,-0.000626133333333,-0.00179493333333,-0.0268721333333,-0.0201341,-0.00622536666667,-0.00866486666667,-0.0007043,0.002034,-0.0215759,-0.0080664,-0.0108243,-0.00943806666667,-0.0067759,0.0058252,-0.0158789,-0.0016417,-0.00943036666667,-0.0142720666667,-0.005398,-0.00319743333333,-0.0198214,-0.00872793333333,-0.0135956333333,-0.0068685,-0.00500546666667,0.00536356666667,-0.0229368333333,-0.0045004,0.001545,-0.00315116666667,-0.00933303333333,0.0052083,-0.0242737333333,-0.00861673333333,-0.0066063,-0.009491,-0.0116626,-0.00321996666667,-0.0245766666667,-0.0139045,-0.0044865,-0.0056148,-0.0004675,0.00252046666667,-0.0160998666667,-0.0151210333333,-0.00400786666667,-0.00565433333333,-0.00908163333333,0.0093101,-0.0163282666667,-0.00627556666667,-0.00815776666667,-0.00102443333333,-0.0184428333333,-0.0041188,-0.012776,-0.00453666666667,-0.0129739666667,-0.00958056666667,-0.0097235,0.004506,-0.0206372,-0.0097678,0.00271236666667,-0.00682913333333,-0.00873156666667,-0.00385596666667,-0.0077248,-0.0109898,-0.00922753333333,-0.00472243333333,-0.0087545,-0.0022542,-0.00814196666667,-0.0121260666667,-0.00489843333333,-0.0109822,-0.00526213333333,0.00235693333333,-0.0090774,-0.00337743333333,-0.00538996666667,-0.0099775,-0.006368,0.00247003333333,-0.0146359333333,-0.0068974,-0.0063577,-0.0059806,-0.0053383,-0.0026025,-0.0116836,-0.0032644,-0.00728903333333,-0.0137615666667,-0.0053883,0.0013291,-0.013088,-0.0104167333333,-0.0143530333333,-0.008264,-0.0075056,-0.0031281,-0.0135022666667,-0.0001873,-0.0057047,-0.0066571,-0.00302056666667,-0.0018067,-0.01150425,-0.0161731,-0.00649806666667,-0.00401543333333,-0.0130247666667,-0.0033622,-0.0279619333333,-0.0104580666667,-0.00904073333333,-0.0115003,0.0002562,0.0048404,-0.0168125,-0.0050574,-0.0097467,-0.0005107,-0.00297726666667,-0.0027908,-0.0092395,-0.0053769,-0.0024194,-0.0107486666667,-0.00534856666667,-0.00333665,-0.0126871666667,-0.00553116666667,-0.0083465,-0.0089759,-0.00958356666667,-0.0019434,0.000703,-0.0141213,-0.00607106666667,-0.00230473333333,-0.0118343333333,-0.0127402333333,0.000774366666667,-0.0203185666667,8.88666666667e-05,-0.00503323333333,-0.00190056666667,-0.0067023,-0.00139163333333,-0.0157200333333,-0.00081185,-0.00190103333333,-0.00201,-0.00901718333333,0.00414646666667,-0.00882126666667,-0.0118096666667,-0.00598006666667,-0.00416416666667,-0.0042927
0.0081331,-0.0043656,-0.005498,0.000632966666667,-0.0025934,-0.00177096666667,-0.0028916,0.00525636666667,-0.00534253333333,-0.0089285,-0.00374566666667,-0.0001241,-0.005323,-0.003983,0.0066919,-0.0105362,0.0027097,0.0046158,0.0039693,0.00238153333333,0.00737136666667,-0.0140894333333,-0.0105691666667,0.000353866666667,-0.0008506,0.0028159,0.0075932,-0.0129683,-7.3e-05,-0.0024408,-0.00252706666667,0.00127313333333,0.0097397,-0.0104219,0.0001879,0.00142133333333,-0.00673563333333,-0.00159173333333,0.00675536666667,-0.0131859,-0.0027345,-0.00952363333333,-0.00153383333333,-0.00196063333333,0.00959456666667,-0.0113603333333,0.0039047,0.0069854,0.00296233333333,-0.0054105,0.0139682,-0.0091919,-0.00102736666667,-4.21666666667e-05,-0.003026,-0.0028886,0.00827243333333,-0.0112567666667,-0.0028719,0.001931,0.0010142,0.0024602,0.00731016666667,-0.00235316666667,-0.00550463333333,0.00153743333333,-0.000933033333333,-0.00388643333333,0.0134068,-0.00478886666667,-0.000472366666667,-0.00215066666667,0.00275983333333,-0.00613363333333,0.0097915,-0.0032866,0.0018258,-0.0045362,-0.00200816666667,-0.0011587,0.0146885,-0.007821,-0.00383753333333,0.00477716666667,-0.0002154,-0.00322593333333,0.0025093,0.0008959,-0.00127316666667,-0.00135963333333,0.000764866666667,-0.00222113333333,0.00692303333333,-0.0050853,-0.00739106666667,0.00326886666667,-0.00377606666667,-0.0005366,0.0100092666667,0.000651733333333,0.0049306,0.00175993333333,-0.0027878,-0.0021081,0.0053847,-0.00516193333333,-0.0004052,-0.0018453,-0.0002222,0.0018212,0.0031479,-0.0011407,0.000697,0.000288566666667,-0.00512386666667,0.0011968,0.0104304,-0.0015717,-0.00437906666667,-0.00553233333333,0.0047977,-0.0021327,0.00233426666667,-0.0006377,0.0043215,-0.0012256,0.0029868,0.00410956666667,0.0064686,-0.00258833333333,-0.0063778,-0.00208636666667,0.0016426,-0.0047608,0.0018227,-0.0130716333333,0.00297973333333,3.92e-05,-0.001916,0.0032433,0.0119068,-0.0037247,0.0008694,-0.0050695,0.00544,-0.00151926666667,0.0022451,-0.0022325,-3.36e-05,0.0041187,-0.0072018,0.000315833333333,0.00138873333333,-0.00186786666667,-0.00394483333333,-0.0015829,0.0033571,-0.00361716666667,0.0031674,0.0122645,-0.0056298,-0.0003741,0.00232353333333,-0.00349783333333,-0.0032023,0.00916466666667,-0.0084614,0.0081798,-0.00134666666667,0.0010517,-0.0029688,0.00348546666667,-0.00607313333333,-0.000425033333333,0.000914166666667,0.0012215,-0.00306478333333,0.0115502,0.00117993333333,-0.00607816666667,-0.00179983333333,-0.0009136,0.002372
0.0162623666667,0.0015647,0.0024757,0.00590836666667,0.0003199,0.00413653333333,0.0041977,0.00903846666667,0.0023731,-0.003801,-0.000118733333333,0.0022262,0.0006776,0.000551833333333,0.0147746,0.0030255,0.0095928,0.0068199,0.0035113,0.00452753333333,0.0105267666667,-0.0033278,-0.00353333333333,0.00659406666667,0.0029441,0.00560393333333,0.012515,-0.0043874,0.0049564,0.0051051,0.00111423333333,0.00411373333333,0.0183619,-0.0014754,0.0017473,0.0044304,0.00151576666667,0.00149026666667,0.0137852666667,-0.0038193,0.0040303,-1.91333333333e-05,0.000112866666667,0.00524186666667,0.0141555,-0.0042697,0.0072531,0.0092386,0.0058158,-0.0012132,0.0192432,-0.0009548,0.00202963333333,0.00437923333333,0.00329526666667,-0.0001787,0.0148252,-0.00507696666667,0.001941,0.004955,0.00226,0.006251,0.0128535666667,0.00103353333333,-0.00409313333333,0.00328773333333,0.00422796666667,-0.000678633333333,0.020247,-0.000372066666667,0.0013659,0.0026849,0.0044099,-0.0057589,0.0163087,0.0043999,0.0061525,-0.0015055,0.00412913333333,0.0025844,0.0164773,6.02e-05,0.000152466666667,0.0109296333333,0.0071404,-0.000767733333333,0.01047,0.006602,0.000139333333333,0.0051125,0.00327846666667,0.000532966666667,0.0136038,0.0020718,-0.00303033333333,0.0087729,0.00193963333333,0.004155,0.0163452666667,0.00306533333333,0.00909483333333,0.0040376,0.0060504,0.0018477,0.0079138,-0.00105716666667,0.0017959,0.0028131,0.005782,0.0049196,0.0080463,0.0019831,0.0069355,0.00239846666667,0.000900333333333,0.0023989,0.0147726666667,0.00137666666667,-0.000505066666667,-0.0031583,0.0068981,0.00425426666667,0.0081064,0.0124422,0.00864453333333,0.0009786,0.00850716666667,0.00573576666667,0.0126463,0.0047101,-0.0023691,0.000882033333333,0.0045799,-0.000206266666667,0.00892876666667,-0.00625863333333,0.0063529,0.0040449,0.0054645,0.0076073,0.0177402,0.0107387,0.0060578,0.000870166666667,0.0090163,0.0037787,0.013549,0.0106686,0.0011279,0.0086132,0.0011095,0.0024438,0.00656073333333,0.00547353333333,0.0040735,0.0017441,0.0057588,0.000664666666667,0.0052085,0.0165588,0.0021879,0.0036148,0.00759733333333,0.0054713,0.00189546666667,0.0144365666667,0.00193523333333,0.008561,0.00268523333333,0.0054412,0.0033216,0.0129792666667,-0.00338453333333,0.0030576,0.00377463333333,0.0049619,0.00197466666667,0.0169033,0.00691763333333,0.00163563333333,-0.000252366666667,0.0039229,0.0056665
0.0204359,0.0079284,0.0105917,0.0071417,0.000332933333333,0.00430823333333,0.0061305,0.0115034,0.0066365,-0.00219623333333,0.00269213333333,0.0064195,0.0039178,0.0012594,0.0214626,0.00599003333333,0.0087258,0.00869,0.0055399,0.00655933333333,0.0147968666667,0.0065846,-0.000211566666667,0.0070386,0.0060687,0.00598333333333,0.017052,0.0003512,0.0043298,0.0068796,0.00315653333333,0.00742643333333,0.0236524,0.0025679,0.0057666,0.0084167,0.00192876666667,0.00798406666667,0.0165867,-0.00045225,0.0082767,0.00442436666667,0.00280096666667,0.00919283333333,0.0172032,0.0021305,0.0099549,0.0113568,0.0071186,0.0002713,0.0200637,0.0032917,0.00363313333333,0.004628,0.00392826666667,0.0026522,0.016459,-0.000512866666667,0.0059785,0.0071001,0.0051549,0.0104594,0.0148091666667,0.00254173333333,-0.000911833333333,0.00762816666667,0.00524106666667,0.00504566666667,0.0231972,0.00182563333333,0.00488286666667,0.0048534,0.0051634,-0.0008151,0.0193878,0.0089757,0.0113898,0.000153833333333,0.0069953,0.0033973,0.0184765,0.0077558,0.00222646666667,0.0101706333333,0.0067269,0.0040081,0.0165543,0.010589,0.00232303333333,0.00778596666667,0.00372446666667,0.0021282,0.016135,0.0046367,0.0031334,0.0104119,0.00412963333333,0.009276,0.0188520333333,0.0062982,0.0104811333333,0.00727813333333,0.005494,0.00607263333333,0.010927,0.003325,0.0026855,0.00461993333333,0.00727133333333,0.004964,0.0151028,0.006986,0.0077264,0.00521936666667,0.00379543333333,0.0045439,0.0186035,0.0083319,0.00184893333333,0.0006471,0.0107738,0.00393983333333,0.0135817,0.014839,0.00950833333333,0.0059654,0.009135,0.00671546666667,0.017731,0.0091639,0.0008999,0.0017219,0.0070137,0.000657266666667,0.0127405666667,-0.0059648,0.00878033333333,0.00566943333333,0.0069984,0.0068574,0.0196508,0.0136745,0.0066687,0.0036396,0.0086918,0.0083337,0.020559,0.0122585,0.0063886,0.0105057,0.00338163333333,0.0075151,0.0130241333333,0.0130142,0.0078168,0.0033699,0.0099792,0.00443206666667,0.0075319,0.0211062,0.0070732,0.00492663333333,0.0104144333333,0.007416,0.00506136666667,0.0205832666667,0.00424593333333,0.0100388,0.00869513333333,0.0084707,0.0061224,0.0150307,-0.000693166666667,0.0059414,0.00395366666667,0.0043324,0.0039669,0.0203013,0.0109357333333,0.00549323333333,0.0028284,0.0051319,0.0091879
0.0268507,0.0103693,0.015848,0.0074289,0.00140693333333,0.00598613333333,0.0070766,0.0172776,0.0114425,0.00241386666667,0.00448313333333,0.00669833333333,0.0051117,0.00462703333333,0.0258592,0.0103134333333,0.0115716,0.0105022,0.0066412,0.00837393333333,0.0229293666667,0.012386,0.0030692,0.00800996666667,0.0049735,0.00774023333333,0.0201015,0.00257763333333,0.0073351,0.0051162,0.00599263333333,0.00830476666667,0.0318045,0.0103459,0.0063667,0.0092878,0.006041,0.00961903333333,0.0175803,0.00435683333333,0.0107245,0.00710766666667,0.0058388,0.0107521333333,0.0193775,0.0081268,0.010444,0.0110524,0.00712893333333,0.0039532,0.0256851,0.0032425,0.0044958,0.0070099,0.00768436666667,0.0033893,0.0225656,0.00621473333333,0.0052103,0.0080298,0.0075379,0.0108688,0.0166180333333,0.0079369,0.00150346666667,0.00823113333333,0.0063281,0.00431736666667,0.0263073,0.00823123333333,0.00724976666667,0.0055488,0.0043678,0.0001249,0.0226661,0.0112654,0.0126389333333,0.00194266666667,0.0080911,0.006847,0.0189495,0.0101338,0.00204966666667,0.0108756333333,0.00778586666667,0.0075727,0.0203383,0.0113764,0.00354423333333,0.00958116666667,0.0040213,0.0064267,0.0193746,0.0139094,0.0042658,0.0117371,0.0047631,0.0090903,0.0199086333333,0.0089089,0.00971563333333,0.00971733333333,0.0059541,0.00554243333333,0.0147152,0.0061343,0.0074107,0.00768383333333,0.00968123333333,0.0037928,0.0172078,0.012051,0.0095076,0.00712306666667,0.00580483333333,0.0058478,0.0216179666667,0.0097283,0.0057313,0.00235213333333,0.0116783,0.00665123333333,0.0186637,0.016624,0.00939213333333,0.0066179,0.008466,0.00905846666667,0.0168037,0.0126584,0.0014475,0.000917833333333,0.0067636,0.00226253333333,0.0184228333333,0.0010366,0.00706993333333,0.00884793333333,0.0098928,0.0090424,0.0254429,0.0188063,0.0082418,0.0057108,0.0087038,0.009387,0.0240841,0.0191078,0.0077571,0.0102997,0.00480813333333,0.0094326,0.0187823666667,0.0179473,0.0099132,0.0043185,0.0120244,0.00376296666667,0.00872966666667,0.0262289,0.0147573,0.00657556666667,0.0117010333333,0.0063498,0.00539563333333,0.0248156666667,0.0074132,0.0118981,0.0124344333333,0.0074941,0.0071439,0.0206513,0.00694213333333,0.0110555,0.00479026666667,0.0049722,0.0052206,0.0279506,0.0145456,0.00817023333333,0.0056894,0.0052072,0.0119457
0.0278491,0.0134026,0.0194227,0.0095624,0.00242743333333,0.0073178,0.0058938,0.0206423,0.015814,0.0076706,0.00449333333333,0.0104007166667,0.0049633,0.0072373,0.0301392,0.0128915,0.0124897333333,0.0102594,0.0075103,0.00853863333333,0.0280221666667,0.0132565,0.0013544,0.00765706666667,0.0084407,0.00806643333333,0.0229583,0.0062124,0.00915686666667,0.004413,0.00735453333333,0.00795973333333,0.0350117,0.0156746,0.0054406,0.0111023,0.0077832,0.0115255666667,0.0213255,0.00982993333333,0.0121835,0.0083458,0.0087676,0.0106870333333,0.0259759,0.0129799,0.011112,0.0120305,0.00581483333333,0.0064706,0.0287913,0.0076535,0.0046801,0.0078271,0.00782746666667,0.0075662,0.0255094,0.00964583333333,0.00441903333333,0.0083806,0.0086839,0.0099485,0.0223697,0.0111207,0.000141866666667,0.0107434,0.0061594,0.00835656666667,0.0311234,0.00903553333333,0.00782693333333,0.0051469,0.0045251,0.00299966666667,0.0266997,0.0130503,0.0120037,0.00336736666667,0.0090652,0.0070692,0.0241443,0.0125889,0.00528333333333,0.0120298333333,0.0084379,0.0084025,0.0275544,0.0171954,0.00470163333333,0.0110357,0.0045323,0.0102155,0.0220557333333,0.0173841,0.0062073,0.0130229,0.0072017,0.0092901,0.0248453,0.0116284,0.0106687333333,0.0112324333333,0.0066461,0.00583513333333,0.0175649,0.00704463333333,0.0087033,0.0102506,0.00933473333333,0.0039751,0.0191382,0.0132073,0.0117903,0.00875886666667,0.00617873333333,0.0072497,0.0266674666667,0.0098761,0.0084762,0.0034509,0.0128727,0.00830353333333,0.0229303,0.0192899,0.0076288,0.0092243,0.0079026,0.0101032,0.0182986,0.0166781,0.0027633,0.00486136666667,0.0082443,0.00329766666667,0.0259277,0.0056618,0.00614833333333,0.00931813333333,0.0100205,0.0074296,0.0265494,0.0230403,0.0125191,0.00694,0.0079687,0.0101559,0.0256468666667,0.0234923,0.0082268,0.0104352,0.0044665,0.0105836,0.0215534666667,0.0219921333333,0.0105242,0.0075674,0.0130612,0.00677706666667,0.00775496666667,0.0332059,0.0185818,0.00688296666667,0.0130234333333,0.0085722,0.0060542,0.0278887666667,0.012831,0.0123003,0.0133561333333,0.0080551,0.0076925,0.023073,0.00964263333333,0.0119796,0.005318,0.0063054,0.00587163333333,0.032351,0.0137428,0.00875403333333,0.0070625,0.0061844,0.0129455
0.0312559,0.0146815,0.0213636,0.0093204,0.00320143333333,0.0097769,0.006109,0.0215659,0.0187027,0.0126219333333,0.00418093333333,0.0100807833333,0.0045609,0.0074734,0.0343626,0.0144485,0.0130645333333,0.0088242,0.0084639,0.00910323333333,0.0317952666667,0.017147,0.0039509,0.00820173333333,0.0088503,0.00725293333333,0.0240934,0.0089349,0.0101319666667,0.00598,0.00975783333333,0.00786513333333,0.0384022,0.017873,0.0062013,0.0099925,0.0084055,0.0114889666667,0.0224965,0.0150981,0.0137143,0.00652986666667,0.0089623,0.0109381333333,0.0290803,0.0154155,0.0133821,0.0138940333333,0.00806843333333,0.0076152,0.0296894,0.0122554,0.0082876,0.0078451,0.00845806666667,0.0083802,0.0277108,0.0147333,0.00620293333333,0.0086059,0.0108298,0.0093215,0.0226746,0.0143548,0.0013271,0.0112904,0.00742,0.0084646,0.0350369,0.0102613333333,0.00885523333333,0.0048589,0.0048239,0.00288466666667,0.0312357,0.013065,0.0125791,0.00482636666667,0.0102862,0.0070696,0.025022,0.0169465,0.00585783333333,0.0116365,0.0074851,0.0093942,0.032334,0.0188511,0.0070314,0.0113620666667,0.0043361,0.0109128,0.0244490333333,0.0178867,0.0101203,0.0139401666667,0.0074677,0.0081117,0.0321073,0.0148222,0.0107213333333,0.0119709333333,0.0067162,0.0073936,0.0219305,0.0083977,0.0099153,0.0088586,0.00931093333333,0.0053885,0.0231088,0.0132799,0.0138964,0.00905416666667,0.0077447,0.0072128,0.0305449666667,0.0103778,0.0078369,0.0052803,0.0130739,0.0101250333333,0.0260761666667,0.0244572,0.0089318,0.0105265,0.0086228,0.0112662,0.0186385,0.0190155333333,0.0037455,0.00747426666667,0.00723046666667,0.00429146666667,0.0286885,0.0092045,0.00991073333333,0.00789153333333,0.0096717,0.0092005,0.0262866,0.0291905,0.0111721,0.009175,0.0092583,0.0107317,0.0313791666667,0.0293782,0.0098696,0.0099801,0.0050075,0.0097805,0.0226934666667,0.0240681333333,0.0101152,0.0104962,0.0138766,0.0072678,0.00868356666667,0.0361333,0.0228635,0.00862736666667,0.0123216333333,0.0072566,0.0077425,0.0293876666667,0.0162429,0.0113145,0.0132489333333,0.0084213,0.0102723,0.0289687,0.0112864333333,0.0118867,0.00480653333333,0.0077487,0.00737223333333,0.0348294,0.0164559,0.0107135666667,0.00976846666667,0.0064224,0.0123014
0.0323061,0.0156897,0.0237474,0.0124873,0.00574743333333,0.0114822,0.0061876,0.0254392,0.0200859,0.0160709333333,0.0075252,0.00982605,0.0042911,0.00790076666667,0.0374028,0.0140895,0.0150220333333,0.0117654,0.0072222,0.0084928,0.0326464,0.0193328,0.0047651,0.0100421333333,0.0085851,0.00674603333333,0.0238631,0.0158846666667,0.00958396666667,0.0075073,0.00767123333333,0.00838903333333,0.0405927,0.0186951,0.0080949,0.0089982,0.0073172,0.0121589,0.0264297666667,0.0193753,0.0150595,0.00749583333333,0.0105834,0.0115626,0.0313519,0.0174618,0.0144983,0.0139981,0.00714733333333,0.0082963,0.0301061,0.0137869,0.0088394,0.0096493,0.00949836666667,0.00781,0.0278767,0.0161553,0.00919393333333,0.0104337,0.0111675,0.0092715,0.0254665,0.0185897,0.00446,0.011127,0.006972,0.0091992,0.0356402,0.0132949333333,0.0088591,0.0053819,0.0065925,0.006344,0.0347678,0.0149564,0.0140568,0.00585603333333,0.012355,0.0086798,0.027936,0.0236264,0.00722763333333,0.0122162,0.0088633,0.0080239,0.037811,0.021089,0.00834466666667,0.0101806666667,0.0049646,0.0104485,0.0283428333333,0.0188747,0.011564,0.0135503,0.0078862,0.010365,0.0353892,0.0160886,0.0138462333333,0.0128642333333,0.0075123,0.0072394,0.0272428,0.009376,0.0129752,0.0106967,0.00892383333333,0.0076863,0.0254625,0.0180272333333,0.0147514,0.00878196666667,0.0102856,0.0073708,0.0348952666667,0.0136017,0.00777083333333,0.0064877,0.0130759,0.0127869333333,0.0284477666667,0.02785,0.0077764,0.01303,0.0093579,0.0133076,0.0219787,0.0219199333333,0.0066532,0.00730446666667,0.00831496666667,0.00576486666667,0.0309927,0.0107672,0.00979576666667,0.0103368333333,0.0092544,0.008063,0.0282095,0.0315799,0.0101691,0.0107927,0.0086979,0.0108936,0.0359171666667,0.0315238,0.010188,0.0092513,0.005902,0.0111827,0.0268036666667,0.0279936333333,0.0125794,0.0087352,0.012662,0.0075634,0.00663716666667,0.0374548,0.0248414,0.0095207,0.0117292333333,0.0083404,0.00922336666667,0.0307298666667,0.0196217,0.0092061,0.0116909333333,0.0103399,0.0116147,0.0331815,0.0147803333333,0.0145436,0.0057274,0.0079974,0.00673773333333,0.0363018,0.0200854,0.0122303333333,0.0108368666667,0.0056228,0.0117273
0.0332101,0.0179223,0.023178,0.0166505,0.00639343333333,0.0109954,0.0078884,0.0301445,0.0211677,0.0156477,0.0078643,0.00839165,0.006751,0.00759256666667,0.0395947,0.0151363,0.0147665,0.0135583,0.0067333,0.0082824,0.0347756,0.0207883,0.0066144,0.0116115,0.0095819,0.00752003333333,0.0252971,0.0204756,0.0116831,0.0076781,0.00811143333333,0.00915383333333,0.0442108,0.023577,0.00942023333333,0.0120329,0.0085366,0.0119921,0.0270298666667,0.0221427,0.0175217,0.00735356666667,0.0099525,0.0123042,0.0322427,0.0224137333333,0.0153115,0.0130555,0.00729993333333,0.0087513,0.0301163,0.0156473,0.0097823,0.0098356,0.00956686666667,0.0089982,0.0278937,0.0162833,0.0095884,0.0110311,0.0113616,0.008332,0.0299315666667,0.0212718,0.0075677,0.0136639,0.0068733,0.00908033333333,0.0372468,0.0186632333333,0.0101734,0.0047564,0.0070814,0.0070596,0.0372201,0.0158547,0.0147285,0.00960673333333,0.0118839,0.0071938,0.0292518,0.0253092,0.00929556666667,0.0109672,0.0088481,0.0070061,0.0455588,0.0291358,0.0108474666667,0.0115186666667,0.0048455,0.0090739,0.0304801333333,0.0233256,0.0133372333333,0.0133325,0.0076196,0.0103379333333,0.0393212,0.0179735,0.0151773333333,0.0128282333333,0.0088892,0.0079052,0.0321566,0.0142427,0.0128969,0.0108837,0.00871263333333,0.009268,0.0261657,0.0214518333333,0.0160288,0.0105507666667,0.0107452666667,0.0068278,0.0411714666667,0.0179453,0.0111057666667,0.0067967,0.0117972,0.0115762333333,0.0320086666667,0.0286894,0.0093231,0.0119552,0.0104314,0.0132012,0.0266568,0.0238390666667,0.0071267,0.00793796666667,0.0107971666667,0.004663,0.0348024,0.0132568,0.0101374666667,0.0111022333333,0.0094875,0.0086527,0.0324137,0.0358196,0.0092653,0.0094792,0.0097184,0.0105166,0.0358403666667,0.0343771,0.0113318,0.0075237,0.0056008,0.0111354,0.027263,0.0361385333333,0.0133062666667,0.010038,0.0132264,0.0096204,0.0073542,0.0445603,0.0300948,0.0115324,0.0121826333333,0.0111614,0.0075442,0.0306433666667,0.0224706,0.0144108,0.0101745333333,0.0095889,0.0125662,0.0343968333333,0.0150753,0.0135192,0.00720563333333,0.0077149,0.00574553333333,0.0391676,0.0217193,0.0142095333333,0.00935866666667,0.0062624,0.0131403
