Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
713,45.82,3.21877992735,0.677610606674
12440,24.69,4.47464127318,0.71014825214
10850,20.34,5.3772668534,1.26700352041
5968,26.33,4.15116326977,0.872752486673
8301,36.66,4.22751416316,0.710821504546
4143,17.38,4.01650377183,0.595484439279
9406,23.61,7.75505653777,2.21521269962
12547,6.85,4.05560910741,0.529777626564
4586,4.26,3.54710900645,0.67927846031
1025,5.74,1.25014473188,0.231850968287
1520,0.0,5.4899346995,0.96376317958
202,0.0,2.91836993049,0.638394752488
5734,0.0,4.40817166399,1.03313186534
6863,0.0,1.87031196824,0.375453731472
12373,0.0,2.7828258385,0.574163235917
2750,0.0,1.1386660491,0.213212166642
9758,0.0,1.64063993408,0.260789223976
9205,0.0,3.60851649385,0.677658649062
