Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10182,"[7.3664831518882004, 9.1450679417654008]",0,BCR/ABL, , , , 
7093,"[8.6271552554392397, 10.344245786319801]",0,BCR/ABL,0.7568,0.7778,55.4287,0.5498
8812,"[8.0420229534557706, 8.7919086419882699]",0,NEG,0.6622,0.8305,35.5003,0.4653
2134,"[6.7671087748186096, 7.4062535402745899]",0,ALL1/AF4, , , , 
10788,"[7.1095273450573799, 7.5577073090005493]",0,ALL1/AF4, , , , 
9200,"[4.8466678995050998, 6.2374918566480995]",0,ALL1/AF4,1.0,0.8333,47.3425,0.2832
399,"[6.0497846111459195, 6.1810415168300494]",0,E2A/PBX1, , , , 
4178,"[3.0864555875523596, 3.2798484854855299]",0,E2A/PBX1, , , , 
4932,"[3.8041471695845699, 4.2292980458247298]",0,E2A/PBX1,1.0,0.8333,30.6027,0.1489
10577,"[3.68958978222682, 3.68958978222682]",0,p15/p16,1.0,1.0,9.7041,0.031
1480,"[4.1541918797917701, 4.1541918797917701]",0,NUP-98, , , , 
8017,"[5.4992715349905499, 5.4992715349905499]",0,NUP-98, , , , 
4267,"[2.6833600427656696, 2.6833600427656696]",0,NUP-98, , , , 
3317,"[4.9773572278439504, 4.9773572278439504]",0,NUP-98,1.0,1.0,9.7041,0.031
