Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1167,"[5.5874687070169005, 5.9060396046885097]",0,BCR/ABL, , , , 
448,"[3.1985570323828298, 3.4467306089359999]",0,BCR/ABL, , , , 
2723,"[9.7468910296263296, 11.245313235268901]",0,BCR/ABL,0.5946,0.5946,31.7344,0.3533
7672,"[4.8391533548738392, 6.2039822358275591]",0,NEG,0.6486,0.8421,36.107,0.4702
12238,"[6.9839521405511906, 8.5705267211241285]",0,ALL1/AF4,1.0,0.4,32.6631,0.2515
7351,"[4.4614475383942302, 4.8595313128853093]",0,E2A/PBX1, , , , 
11556,"[4.9093097194684008, 5.1191302093985298]",0,E2A/PBX1, , , , 
8366,"[2.8015281540480204, 2.9671498490707098]",0,E2A/PBX1, , , , 
7939,"[4.0644547961041102, 4.2146900538896004]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
7563,"[4.0973327592426196, 4.0973327592426196]",0,p15/p16, , , , 
12535,"[4.5300129031655496, 4.5300129031655496]",0,p15/p16,1.0,1.0,9.7041,0.031
2635,"[4.1726597928699496, 4.1726597928699496]",0,NUP-98, , , , 
4374,"[3.3719830810265599, 3.3719830810265599]",0,NUP-98, , , , 
2605,"[6.2884427537045893, 6.2884427537045893]",0,NUP-98, , , , 
22,"[7.76171318331164, 7.76171318331164]",0,NUP-98,1.0,1.0,9.7041,0.031
