Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
6598,"[7.0814217057104001, 9.7283080663983004]",0,BCR/ABL,0.6486,0.6667,40.1111,0.4248
12182,"[4.6070319864427498, 6.1237698030400596]",0,NEG, , , , 
12440,"[6.2493681888673898, 7.9753062073225598]",0,NEG,0.6081,0.9,39.8344,0.5029
11752,"[3.5290006024915499, 3.8495965333762698]",0,ALL1/AF4, , , , 
4997,"[3.9465557882868905, 4.3694834058359806]",0,ALL1/AF4,1.0,0.3846,31.8787,0.249
4525,"[5.5065051599578299, 5.6069930763764688]",0,E2A/PBX1, , , , 
4137,"[3.48895242910837, 3.7031762183318997]",0,E2A/PBX1, , , , 
11865,"[3.5835016975202101, 3.7466981631076903]",0,E2A/PBX1,1.0,0.8333,30.6027,0.1489
11435,"[4.3336766104072701, 4.3336766104072701]",0,p15/p16, , , , 
10789,"[3.5987542521917599, 3.5987542521917599]",0,p15/p16, , , , 
9196,"[9.8345380131620601, 9.8345380131620601]",0,p15/p16,1.0,1.0,9.7041,0.031
3633,"[4.8694446187460798, 4.8694446187460798]",0,NUP-98, , , , 
12109,"[5.1968539832703096, 5.1968539832703096]",0,NUP-98, , , , 
3195,"[3.5624985131306404, 3.5624985131306404]",0,NUP-98,1.0,1.0,9.7041,0.031
