Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
11454,"[3.9113670009323798, 4.3162034346619995]",0,BCR/ABL, , , , 
8930,"[2.5345193790265399, 3.2859374876929506]",0,BCR/ABL,0.7027,0.6667,43.4537,0.4602
6997,"[7.2014590638967801, 7.6966472665444501]",0,NEG, , , , 
1777,"[3.7228836735355699, 4.4316524028753497]",0,NEG,0.6081,0.8182,31.2565,0.4126
9513,"[6.5879162223951102, 7.3727364814119287]",0,ALL1/AF4,1.0,0.4348,34.3307,0.2563
7157,"[2.9063066352293201, 2.9957268649945497]",0,E2A/PBX1, , , , 
7741,"[6.7925630768197403, 6.9448428352785001]",0,E2A/PBX1, , , , 
5206,"[3.8532790558878101, 4.1415912710592098]",0,E2A/PBX1, , , , 
8626,"[5.0679394949069909, 5.5873155740551796]",0,E2A/PBX1,1.0,0.8333,30.6027,0.1489
592,"[4.8588937056441699, 4.8588937056441699]",0,p15/p16, , , , 
6233,"[6.8087053942057896, 6.8087053942057896]",0,p15/p16, , , , 
7783,"[6.7748191636584103, 6.7748191636584103]",0,p15/p16,1.0,1.0,9.7041,0.031
12057,"[3.3016844562197702, 3.3016844562197702]",0,NUP-98, , , , 
6873,"[5.1858263711602994, 5.1858263711602994]",0,NUP-98,1.0,1.0,9.7041,0.031
