Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
3066,23.24,4.06571168871,0.914474190905
10578,43.85,4.59352619615,0.90461450933
3419,27.76,2.58053978601,0.490056479722
9194,43.12,1.77525573253,0.372052653796
10169,7.41,2.96561167662,0.678471383125
561,10.35,4.511316984,0.992592831766
925,25.82,4.23518080043,0.899108888329
3903,6.38,2.2716913547,0.347643782215
7939,8.11,1.85264820213,0.328754483657
7041,5.69,5.08922025224,0.640054038699
4178,6.97,2.7763882106,0.474963220988
9340,0.0,3.81030026512,0.543941789491
7437,0.0,1.92807357025,0.372061626741
1758,0.0,1.2366416473,0.196948823569
4445,0.0,1.51324175115,0.304752924557
1054,0.0,0.903273462861,0.142532558802
