Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
12135,"[3.4100867368779699, 4.6565243331831603]",0,BCR/ABL, , , , 
9416,"[4.6485640703866205, 4.9831924999336401]",0,BCR/ABL,0.7297,0.6279,41.8905,0.4553
181,"[2.8128260598808099, 3.5866497263451498]",0,NEG, , , , 
5210,"[3.7927402497381801, 4.6079531895914601]",0,NEG, , , , 
1800,"[2.9000521291214798, 3.8711133575565295]",0,NEG,0.6216,0.9583,46.4973,0.5703
5796,"[4.7053554002824294, 5.1087888998342095]",0,ALL1/AF4, , , , 
9491,"[5.3616758352516101, 6.2023995326825405]",0,ALL1/AF4,1.0,0.4167,33.4795,0.2539
10092,"[5.13172421892373, 5.3995608953100298]",0,E2A/PBX1, , , , 
10314,"[3.8909302177504803, 4.0481898773674203]",0,E2A/PBX1, , , , 
5947,"[3.8410346187416202, 4.0077431738605496]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
8404,"[2.8488299444427403, 2.8488299444427403]",0,p15/p16, , , , 
1510,"[4.8294629841095, 4.8294629841095]",0,p15/p16,1.0,1.0,9.7041,0.031
1310,"[10.0448926164184, 10.0448926164184]",0,NUP-98, , , , 
1270,"[4.5356404987958605, 4.5356404987958605]",0,NUP-98, , , , 
4650,"[5.7747699142609408, 5.7747699142609408]",0,NUP-98,1.0,1.0,9.7041,0.031
