Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
7105,"[11.550296908582801, 12.6926736926172]",0,BCR/ABL, , , , 
12141,"[5.2099324379790799, 6.1234787287775099]",0,BCR/ABL, , , , 
4056,"[3.5973888916885901, 4.6202073460108002]",0,BCR/ABL,0.973,0.6792,61.5124,0.6462
9722,"[4.1536211389090703, 4.6297948260891602]",0,NEG, , , , 
4286,"[3.4392434979472797, 4.1944418591774602]",0,NEG,0.7838,0.8923,50.3464,0.6382
800,"[3.4027767472003996, 3.8466590306283996]",0,ALL1/AF4, , , , 
3004,"[4.7990293888897195, 5.5732915506322502]",0,ALL1/AF4, , , , 
10086,"[6.9939553797701004, 7.7249104038353602]",0,ALL1/AF4,1.0,0.9091,49.0827,0.2856
9681,"[4.3369074690043901, 4.4745170537239405]",0,E2A/PBX1, , , , 
9079,"[6.0148759280984807, 6.2337564353773498]",0,E2A/PBX1, , , , 
6874,"[3.8905848713210398, 4.14553303302079]",0,E2A/PBX1, , , , 
9357,"[4.9248368644607199, 5.0656220171416795]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
9133,"[4.93039607252891, 4.93039607252891]",0,p15/p16, , , , 
6545,"[3.5022526556173199, 3.5022526556173199]",0,p15/p16, , , , 
1998,"[3.6456800905638795, 3.6456800905638795]",0,p15/p16,1.0,1.0,9.7041,0.031
9849,"[3.6297805635409506, 3.6297805635409506]",0,NUP-98, , , , 
7551,"[3.1000247705251698, 3.1000247705251698]",0,NUP-98,1.0,1.0,9.7041,0.031
