Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
6990,"[3.03957190580909, 3.7013167798387099]",0,BCR/ABL, , , , 
3388,"[4.1259771973823902, 5.1471067132661297]",0,BCR/ABL, , , , 
2789,"[4.6118704109611599, 5.4179152845103298]",0,BCR/ABL,0.8108,0.7143,54.2784,0.5581
10464,"[3.0850131461245605, 3.9895268176931999]",0,NEG, , , , 
11849,"[2.7418216436599203, 3.1321478595259302]",0,NEG,0.5811,0.86,34.1542,0.4404
7935,"[4.0023891978747201, 4.5557862025613298]",0,ALL1/AF4, , , , 
10250,"[5.0021112558188898, 5.7236679237680992]",0,ALL1/AF4, , , , 
8202,"[4.4012053311211501, 5.0399475443427306]",0,ALL1/AF4,1.0,0.625,41.5888,0.2734
3911,"[2.99561564716636, 3.2083505365139904]",0,E2A/PBX1, , , , 
2698,"[3.83750982729463, 3.9748071082464502]",0,E2A/PBX1,1.0,0.7143,29.0612,0.1477
3844,"[7.7139772250978806, 7.7139772250978806]",0,p15/p16, , , , 
10073,"[5.4575124546041396, 5.4575124546041396]",0,p15/p16,1.0,1.0,9.7041,0.031
620,"[5.1856936532139697, 5.1856936532139697]",0,NUP-98, , , , 
2037,"[3.0469568075561, 3.0469568075561]",0,NUP-98, , , , 
3645,"[2.7875338398210605, 2.7875338398210605]",0,NUP-98,1.0,1.0,9.7041,0.031
