Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1906,"[4.5924228551456698, 5.8767702439108893]",0,BCR/ABL, , , , 
4249,"[8.4558052225232405, 10.237610936705099]",0,BCR/ABL,0.8649,0.6531,52.1618,0.5574
9460,"[7.2023796073491804, 8.728693765476919]",0,NEG,0.5811,0.8776,35.8917,0.4585
7348,"[4.1757425067273504, 5.301277147554849]",0,ALL1/AF4, , , , 
9491,"[5.3616758352516101, 6.2023995326825405]",0,ALL1/AF4, , , , 
4036,"[2.6653451151855401, 2.8796238903469904]",0,ALL1/AF4,1.0,0.7692,45.7416,0.2808
11785,"[4.8581076638378606, 5.0087679475723199]",0,E2A/PBX1, , , , 
2031,"[2.9774527043149401, 3.0900176861147406]",0,E2A/PBX1, , , , 
7221,"[3.1451125993919198, 3.3820727719780694]",0,E2A/PBX1, , , , 
9265,"[5.0596753210404595, 5.4946569921888209]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
11685,"[10.2346435372957, 10.2346435372957]",0,p15/p16, , , , 
9295,"[2.9428637856449198, 2.9428637856449198]",0,p15/p16, , , , 
10706,"[3.2175012926402005, 3.2175012926402005]",0,p15/p16,1.0,1.0,9.7041,0.031
11970,"[4.1534313588902405, 4.1534313588902405]",0,NUP-98, , , , 
10464,"[6.4487888296270297, 6.4487888296270297]",0,NUP-98, , , , 
8258,"[5.2690583377913205, 5.2690583377913205]",0,NUP-98,1.0,1.0,9.7041,0.031
