Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
2054,29.81,1.18988149002,0.224110661081
11454,18.29,3.20682702128,0.65362094025
3216,35.16,2.47800459849,0.354926391634
713,48.89,3.21877992735,0.677610606674
7194,21.06,3.08294243283,0.542271161089
561,12.36,4.511316984,0.992592831766
1901,12.37,4.148565706,1.02586712981
7645,3.93,1.94513903417,0.333644227626
12434,2.79,5.67640144324,1.25816294948
2698,6.24,2.20165465579,0.370631992784
9425,0.0,3.08645542368,0.642556730888
3900,0.0,4.57775917397,0.83449424786
10319,0.0,1.54256467828,0.271517602588
11827,0.0,2.19998138414,0.407249944386
6544,0.0,2.80648909923,0.534800972189
