Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2054,"[3.6321847083439303, 3.9868543219033397]",0,BCR/ABL, , , , 
11454,"[3.7496375942205398, 4.3362350273398595]",0,BCR/ABL,0.8108,0.6818,51.4872,0.54
3216,"[6.5289716074719406, 7.4002236954840299]",0,NEG, , , , 
713,"[8.1721594034697809, 9.7458312658091302]",0,NEG,0.8108,0.7895,37.3892,0.502
7194,"[5.8878449700579809, 6.53712452138718]",0,ALL1/AF4, , , , 
561,"[6.0463509093347092, 6.6040563573142306]",0,ALL1/AF4, , , , 
1901,"[4.2067401925355297, 4.7198964237649896]",0,ALL1/AF4,1.0,0.6667,42.8796,0.2759
7645,"[3.8248269772908596, 3.90129171908643]",0,E2A/PBX1, , , , 
12434,"[3.3400128522996098, 3.4982514322971703]",0,E2A/PBX1, , , , 
2698,"[3.83750982729463, 3.9748071082464502]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
9425,"[7.62020583917253, 7.62020583917253]",0,p15/p16, , , , 
3900,"[5.0916127330233607, 5.0916127330233607]",0,p15/p16,1.0,1.0,9.7041,0.031
10319,"[7.6413098482374409, 7.6413098482374409]",0,NUP-98, , , , 
11827,"[6.4572073900287403, 6.4572073900287403]",0,NUP-98, , , , 
6544,"[4.712572535124, 4.712572535124]",0,NUP-98,1.0,1.0,9.7041,0.031
